Gene stable ID,Gene stable ID version,Gene name,Human gene stable ID,Human gene name
ENSCGRG00001009430,ENSCGRG00001009430.1,Myo9a,ENSG00000066933,MYO9A
ENSCGRG00001009431,ENSCGRG00001009431.1,,,
ENSCGRG00001009432,ENSCGRG00001009432.1,Gstz1,ENSG00000100577,GSTZ1
ENSCGRG00001009433,ENSCGRG00001009433.1,7SK,,
ENSCGRG00001009434,ENSCGRG00001009434.1,,,
ENSCGRG00001009435,ENSCGRG00001009435.1,Olfr1009,,
ENSCGRG00001009436,ENSCGRG00001009436.1,,,
ENSCGRG00001009437,ENSCGRG00001009437.1,,,
ENSCGRG00001009438,ENSCGRG00001009438.1,Ccdc106,ENSG00000173581,CCDC106
ENSCGRG00001009439,ENSCGRG00001009439.1,Olfr125,ENSG00000204695,OR14J1
ENSCGRG00001009440,ENSCGRG00001009440.1,Loxhd1,ENSG00000167210,LOXHD1
ENSCGRG00001009441,ENSCGRG00001009441.1,7SK,ENSG00000222078,RN7SKP110
ENSCGRG00001009442,ENSCGRG00001009442.1,Olfr91,,
ENSCGRG00001009443,ENSCGRG00001009443.1,Galns,ENSG00000141012,GALNS
ENSCGRG00001009444,ENSCGRG00001009444.1,Tmem18,ENSG00000151353,TMEM18
ENSCGRG00001009445,ENSCGRG00001009445.1,Hdhd2,ENSG00000167220,HDHD2
ENSCGRG00001009446,ENSCGRG00001009446.1,Grn,ENSG00000030582,GRN
ENSCGRG00001009447,ENSCGRG00001009447.1,Meis1,ENSG00000143995,MEIS1
ENSCGRG00001009448,ENSCGRG00001009448.1,Phpt1,ENSG00000054148,PHPT1
ENSCGRG00001009449,ENSCGRG00001009449.1,Scn8a,ENSG00000196876,SCN8A
ENSCGRG00001009450,ENSCGRG00001009450.1,,ENSG00000172831,CES2
ENSCGRG00001009451,ENSCGRG00001009451.1,Vps39,ENSG00000166887,VPS39
ENSCGRG00001009452,ENSCGRG00001009452.1,U6,,
ENSCGRG00001009453,ENSCGRG00001009453.1,Atl2,ENSG00000119787,ATL2
ENSCGRG00001009454,ENSCGRG00001009454.1,Hspbap1,ENSG00000169087,HSPBAP1
ENSCGRG00001009455,ENSCGRG00001009455.1,Trex1,ENSG00000213689,TREX1
ENSCGRG00001009456,ENSCGRG00001009456.1,,ENSG00000156675,RAB11FIP1
ENSCGRG00001009457,ENSCGRG00001009457.1,,ENSG00000255298,OR8G5
ENSCGRG00001009458,ENSCGRG00001009458.1,,,
ENSCGRG00001009459,ENSCGRG00001009459.1,Rusc1,ENSG00000160753,RUSC1
ENSCGRG00001009460,ENSCGRG00001009460.1,7SK,,
ENSCGRG00001009461,ENSCGRG00001009461.1,Dph3,ENSG00000154813,DPH3
ENSCGRG00001009462,ENSCGRG00001009462.1,Rprm,ENSG00000177519,RPRM
ENSCGRG00001009463,ENSCGRG00001009463.1,Lmcd1,ENSG00000071282,LMCD1
ENSCGRG00001009464,ENSCGRG00001009464.1,Mapt,ENSG00000186868,MAPT
ENSCGRG00001009465,ENSCGRG00001009465.1,Pnpla6,ENSG00000032444,PNPLA6
ENSCGRG00001009466,ENSCGRG00001009466.1,Wbp1,ENSG00000239779,WBP1
ENSCGRG00001009467,ENSCGRG00001009467.1,Ddx49,ENSG00000105671,DDX49
ENSCGRG00001009468,ENSCGRG00001009468.1,Chdh,ENSG00000016391,CHDH
ENSCGRG00001009469,ENSCGRG00001009469.1,Psmb2,ENSG00000126067,PSMB2
ENSCGRG00001009470,ENSCGRG00001009470.1,Steap3,ENSG00000115107,STEAP3
ENSCGRG00001009471,ENSCGRG00001009471.1,Plin4,ENSG00000167676,PLIN4
ENSCGRG00001009472,ENSCGRG00001009472.1,U6,,
ENSCGRG00001009473,ENSCGRG00001009473.1,Mpeg1,ENSG00000197629,MPEG1
ENSCGRG00001009474,ENSCGRG00001009474.1,,ENSG00000123505,AMD1
ENSCGRG00001009475,ENSCGRG00001009475.1,Slc25a30,ENSG00000174032,SLC25A30
ENSCGRG00001009476,ENSCGRG00001009476.1,,ENSG00000105640,RPL18A
ENSCGRG00001009477,ENSCGRG00001009477.1,,ENSG00000120242,IFNA8
ENSCGRG00001009477,ENSCGRG00001009477.1,,ENSG00000137080,IFNA21
ENSCGRG00001009477,ENSCGRG00001009477.1,,ENSG00000188379,IFNA2
ENSCGRG00001009477,ENSCGRG00001009477.1,,ENSG00000197919,IFNA1
ENSCGRG00001009477,ENSCGRG00001009477.1,,ENSG00000233816,IFNA13
ENSCGRG00001009477,ENSCGRG00001009477.1,,ENSG00000234829,IFNA17
ENSCGRG00001009477,ENSCGRG00001009477.1,,ENSG00000236637,IFNA4
ENSCGRG00001009477,ENSCGRG00001009477.1,,ENSG00000214042,IFNA7
ENSCGRG00001009477,ENSCGRG00001009477.1,,ENSG00000147873,IFNA5
ENSCGRG00001009477,ENSCGRG00001009477.1,,ENSG00000120235,IFNA6
ENSCGRG00001009477,ENSCGRG00001009477.1,,ENSG00000147885,IFNA16
ENSCGRG00001009477,ENSCGRG00001009477.1,,ENSG00000186803,IFNA10
ENSCGRG00001009477,ENSCGRG00001009477.1,,ENSG00000228083,IFNA14
ENSCGRG00001009478,ENSCGRG00001009478.1,Ccdc184,ENSG00000177875,CCDC184
ENSCGRG00001009479,ENSCGRG00001009479.1,,,
ENSCGRG00001009480,ENSCGRG00001009480.1,Glb1l3,ENSG00000166105,GLB1L3
ENSCGRG00001009481,ENSCGRG00001009481.1,Crebzf,ENSG00000137504,CREBZF
ENSCGRG00001009482,ENSCGRG00001009482.1,Slc13a1,ENSG00000081800,SLC13A1
ENSCGRG00001009483,ENSCGRG00001009483.1,7SK,,
ENSCGRG00001009484,ENSCGRG00001009484.1,Cyfip1,ENSG00000273749,CYFIP1
ENSCGRG00001009485,ENSCGRG00001009485.1,7SK,,
ENSCGRG00001009486,ENSCGRG00001009486.1,,ENSG00000176261,ZBTB8OS
ENSCGRG00001009487,ENSCGRG00001009487.1,Gpr20,ENSG00000204882,GPR20
ENSCGRG00001009488,ENSCGRG00001009488.1,Degs2,ENSG00000168350,DEGS2
ENSCGRG00001009489,ENSCGRG00001009489.1,Kcne1,ENSG00000180509,KCNE1
ENSCGRG00001009490,ENSCGRG00001009490.1,Galnt1,ENSG00000141429,GALNT1
ENSCGRG00001009491,ENSCGRG00001009491.1,Col5a3,ENSG00000080573,COL5A3
ENSCGRG00001009492,ENSCGRG00001009492.1,Lzic,ENSG00000162441,LZIC
ENSCGRG00001009493,ENSCGRG00001009493.1,,,
ENSCGRG00001009494,ENSCGRG00001009494.1,Fam117a,ENSG00000121104,FAM117A
ENSCGRG00001009495,ENSCGRG00001009495.1,Nebl,ENSG00000078114,NEBL
ENSCGRG00001009496,ENSCGRG00001009496.1,U6,ENSG00000252391,RNU6-638P
ENSCGRG00001009497,ENSCGRG00001009497.1,Lingo2,ENSG00000174482,LINGO2
ENSCGRG00001009498,ENSCGRG00001009498.1,Ccdc62,ENSG00000130783,CCDC62
ENSCGRG00001009499,ENSCGRG00001009499.1,Mapkap1,ENSG00000119487,MAPKAP1
ENSCGRG00001009500,ENSCGRG00001009500.1,,ENSG00000113312,TTC1
ENSCGRG00001009501,ENSCGRG00001009501.1,Hltf,ENSG00000071794,HLTF
ENSCGRG00001009502,ENSCGRG00001009502.1,Gm28710,,
ENSCGRG00001009503,ENSCGRG00001009503.1,1700016H13Rik,ENSG00000163633,C4orf36
ENSCGRG00001009504,ENSCGRG00001009504.1,,ENSG00000189060,H1-0
ENSCGRG00001009505,ENSCGRG00001009505.1,,ENSG00000140379,BCL2A1
ENSCGRG00001009506,ENSCGRG00001009506.1,Ces2h,,
ENSCGRG00001009507,ENSCGRG00001009507.1,H1f5,ENSG00000184357,H1-5
ENSCGRG00001009508,ENSCGRG00001009508.1,Gclm,ENSG00000023909,GCLM
ENSCGRG00001009509,ENSCGRG00001009509.1,,,
ENSCGRG00001009510,ENSCGRG00001009510.1,,ENSG00000157593,SLC35B2
ENSCGRG00001009511,ENSCGRG00001009511.1,7SK,,
ENSCGRG00001009512,ENSCGRG00001009512.1,H2aj,,
ENSCGRG00001009513,ENSCGRG00001009513.1,Atp5k,ENSG00000169020,ATP5ME
ENSCGRG00001009514,ENSCGRG00001009514.1,Lkaaear1,ENSG00000171695,LKAAEAR1
ENSCGRG00001009515,ENSCGRG00001009515.1,Agtr1a,ENSG00000144891,AGTR1
ENSCGRG00001009516,ENSCGRG00001009516.1,U6,,
ENSCGRG00001009517,ENSCGRG00001009517.1,Pcdhb1,ENSG00000171815,PCDHB1
ENSCGRG00001009518,ENSCGRG00001009518.1,,ENSG00000167996,FTH1
ENSCGRG00001009519,ENSCGRG00001009519.1,Fmo4,ENSG00000076258,FMO4
ENSCGRG00001009520,ENSCGRG00001009520.1,Rab43,ENSG00000172780,RAB43
ENSCGRG00001009521,ENSCGRG00001009521.1,Htr1a,ENSG00000178394,HTR1A
ENSCGRG00001009522,ENSCGRG00001009522.1,Ddx24,ENSG00000089737,DDX24
ENSCGRG00001009523,ENSCGRG00001009523.1,7SK,ENSG00000222931,RN7SKP205
ENSCGRG00001009523,ENSCGRG00001009523.1,7SK,ENSG00000252982,RN7SKP234
ENSCGRG00001009523,ENSCGRG00001009523.1,7SK,ENSG00000222617,RN7SKP254
ENSCGRG00001009524,ENSCGRG00001009524.1,Plcb4,ENSG00000101333,PLCB4
ENSCGRG00001009525,ENSCGRG00001009525.1,,ENSG00000100883,SRP54
ENSCGRG00001009526,ENSCGRG00001009526.1,Agtr2,ENSG00000180772,AGTR2
ENSCGRG00001009527,ENSCGRG00001009527.1,Ankrd28,ENSG00000206560,ANKRD28
ENSCGRG00001009528,ENSCGRG00001009528.1,Slc3a1,ENSG00000138079,SLC3A1
ENSCGRG00001009529,ENSCGRG00001009529.1,7SK,,
ENSCGRG00001009530,ENSCGRG00001009530.1,H2-M2,,
ENSCGRG00001009531,ENSCGRG00001009531.1,Sod3,ENSG00000109610,SOD3
ENSCGRG00001009532,ENSCGRG00001009532.1,Olfr1390,,
ENSCGRG00001009533,ENSCGRG00001009533.1,Rnf139,ENSG00000170881,RNF139
ENSCGRG00001009534,ENSCGRG00001009534.1,H2ac1,ENSG00000164508,H2AC1
ENSCGRG00001009535,ENSCGRG00001009535.1,,ENSG00000172239,PAIP1
ENSCGRG00001009536,ENSCGRG00001009536.1,Mmp19,ENSG00000123342,MMP19
ENSCGRG00001009537,ENSCGRG00001009537.1,,,
ENSCGRG00001009538,ENSCGRG00001009538.1,U6,ENSG00000201622,RNU6-621P
ENSCGRG00001009538,ENSCGRG00001009538.1,U6,ENSG00000202445,RNU6-669P
ENSCGRG00001009539,ENSCGRG00001009539.1,Lyzl6,ENSG00000275722,LYZL6
ENSCGRG00001009540,ENSCGRG00001009540.1,,ENSG00000135392,DNAJC14
ENSCGRG00001009541,ENSCGRG00001009541.1,,,
ENSCGRG00001009542,ENSCGRG00001009542.1,Gm29133,,
ENSCGRG00001009543,ENSCGRG00001009543.1,Txndc16,ENSG00000087301,TXNDC16
ENSCGRG00001009544,ENSCGRG00001009544.1,Ppp6r3,ENSG00000110075,PPP6R3
ENSCGRG00001009545,ENSCGRG00001009545.1,Zbtb26,ENSG00000171448,ZBTB26
ENSCGRG00001009546,ENSCGRG00001009546.1,,,
ENSCGRG00001009547,ENSCGRG00001009547.1,7SK,ENSG00000200091,RN7SKP163
ENSCGRG00001009547,ENSCGRG00001009547.1,7SK,ENSG00000222240,RN7SKP156
ENSCGRG00001009548,ENSCGRG00001009548.1,,,
ENSCGRG00001009549,ENSCGRG00001009549.1,Pknox2,ENSG00000165495,PKNOX2
ENSCGRG00001009550,ENSCGRG00001009550.1,,ENSG00000184954,OR6C70
ENSCGRG00001009551,ENSCGRG00001009551.1,Upp1,ENSG00000183696,UPP1
ENSCGRG00001009552,ENSCGRG00001009552.1,Rhbdf2,ENSG00000129667,RHBDF2
ENSCGRG00001009553,ENSCGRG00001009553.1,,,
ENSCGRG00001009554,ENSCGRG00001009554.1,,ENSG00000258659,TRIM34
ENSCGRG00001009555,ENSCGRG00001009555.1,U6,ENSG00000207264,RNU6-15P
ENSCGRG00001009556,ENSCGRG00001009556.1,Shcbp1l,ENSG00000157060,SHCBP1L
ENSCGRG00001009557,ENSCGRG00001009557.1,Zfp319,ENSG00000166188,ZNF319
ENSCGRG00001009558,ENSCGRG00001009558.1,Mkx,ENSG00000150051,MKX
ENSCGRG00001009559,ENSCGRG00001009559.1,Tmem215,ENSG00000188133,TMEM215
ENSCGRG00001009560,ENSCGRG00001009560.1,Grm5,ENSG00000168959,GRM5
ENSCGRG00001009561,ENSCGRG00001009561.1,Stk35,ENSG00000125834,STK35
ENSCGRG00001009562,ENSCGRG00001009562.1,Rps15a,,
ENSCGRG00001009563,ENSCGRG00001009563.1,7SK,ENSG00000200966,RN7SKP87
ENSCGRG00001009564,ENSCGRG00001009564.1,Ebag9,ENSG00000147654,EBAG9
ENSCGRG00001009565,ENSCGRG00001009565.1,Ube2v1,ENSG00000244687,UBE2V1
ENSCGRG00001009566,ENSCGRG00001009566.1,,,
ENSCGRG00001009567,ENSCGRG00001009567.1,Nipal3,ENSG00000001461,NIPAL3
ENSCGRG00001009568,ENSCGRG00001009568.1,Pcif1,ENSG00000100982,PCIF1
ENSCGRG00001009569,ENSCGRG00001009569.1,,ENSG00000183303,OR5P2
ENSCGRG00001009570,ENSCGRG00001009570.1,Dolk,ENSG00000175283,DOLK
ENSCGRG00001009571,ENSCGRG00001009571.1,Siglecf,,
ENSCGRG00001009572,ENSCGRG00001009572.1,,,
ENSCGRG00001009573,ENSCGRG00001009573.1,U6,,
ENSCGRG00001009574,ENSCGRG00001009574.1,Magee2,ENSG00000186675,MAGEE2
ENSCGRG00001009575,ENSCGRG00001009575.1,Slc37a3,,
ENSCGRG00001009576,ENSCGRG00001009576.1,Aebp2,ENSG00000139154,AEBP2
ENSCGRG00001009577,ENSCGRG00001009577.1,7SK,,
ENSCGRG00001009578,ENSCGRG00001009578.1,,ENSG00000203661,OR2T5
ENSCGRG00001009578,ENSCGRG00001009578.1,,ENSG00000196944,OR2T4
ENSCGRG00001009578,ENSCGRG00001009578.1,,ENSG00000182783,OR2T29
ENSCGRG00001009579,ENSCGRG00001009579.1,Slc25a22,ENSG00000177542,SLC25A22
ENSCGRG00001009580,ENSCGRG00001009580.1,,ENSG00000233306,TRGV2
ENSCGRG00001009580,ENSCGRG00001009580.1,,ENSG00000211694,TRGV10
ENSCGRG00001009580,ENSCGRG00001009580.1,,ENSG00000211701,TRGV1
ENSCGRG00001009580,ENSCGRG00001009580.1,,ENSG00000211693,TRGV11
ENSCGRG00001009580,ENSCGRG00001009580.1,,ENSG00000211696,TRGV8
ENSCGRG00001009580,ENSCGRG00001009580.1,,ENSG00000211695,TRGV9
ENSCGRG00001009580,ENSCGRG00001009580.1,,ENSG00000211689,TRGC1
ENSCGRG00001009580,ENSCGRG00001009580.1,,ENSG00000211699,TRGV3
ENSCGRG00001009580,ENSCGRG00001009580.1,,ENSG00000211697,TRGV5
ENSCGRG00001009580,ENSCGRG00001009580.1,,ENSG00000211698,TRGV4
ENSCGRG00001009580,ENSCGRG00001009580.1,,ENSG00000227191,TRGC2
ENSCGRG00001009581,ENSCGRG00001009581.1,,ENSG00000134419,RPS15A
ENSCGRG00001009582,ENSCGRG00001009582.1,,,
ENSCGRG00001009583,ENSCGRG00001009583.1,Gspt1,ENSG00000103342,GSPT1
ENSCGRG00001009584,ENSCGRG00001009584.1,Defb28,ENSG00000215547,DEFB115
ENSCGRG00001009585,ENSCGRG00001009585.1,Gm36028,ENSG00000026950,BTN3A1
ENSCGRG00001009586,ENSCGRG00001009586.1,Isl2,ENSG00000159556,ISL2
ENSCGRG00001009587,ENSCGRG00001009587.1,,ENSG00000184500,PROS1
ENSCGRG00001009588,ENSCGRG00001009588.1,Pip5k1a,ENSG00000143398,PIP5K1A
ENSCGRG00001009589,ENSCGRG00001009589.1,Zfp623,ENSG00000183309,ZNF623
ENSCGRG00001009590,ENSCGRG00001009590.1,Sparcl1,ENSG00000152583,SPARCL1
ENSCGRG00001009591,ENSCGRG00001009591.1,Urb2,ENSG00000135763,URB2
ENSCGRG00001009592,ENSCGRG00001009592.1,Atp8a2,ENSG00000132932,ATP8A2
ENSCGRG00001009593,ENSCGRG00001009593.1,Olfr1443,,
ENSCGRG00001009594,ENSCGRG00001009594.1,Fam181a,ENSG00000140067,FAM181A
ENSCGRG00001009595,ENSCGRG00001009595.1,Hopx,ENSG00000171476,HOPX
ENSCGRG00001009596,ENSCGRG00001009596.1,Kdm5a,ENSG00000073614,KDM5A
ENSCGRG00001009597,ENSCGRG00001009597.1,Olfr818,,
ENSCGRG00001009598,ENSCGRG00001009598.1,,ENSG00000170190,SLC16A5
ENSCGRG00001009599,ENSCGRG00001009599.1,Icosl,ENSG00000160223,ICOSLG
ENSCGRG00001009600,ENSCGRG00001009600.1,Mitd1,ENSG00000158411,MITD1
ENSCGRG00001009601,ENSCGRG00001009601.1,Nr2c2,ENSG00000177463,NR2C2
ENSCGRG00001009602,ENSCGRG00001009602.1,Pcdhb22,ENSG00000113248,PCDHB15
ENSCGRG00001009603,ENSCGRG00001009603.1,Eps8l2,ENSG00000177106,EPS8L2
ENSCGRG00001009604,ENSCGRG00001009604.1,7SK,,
ENSCGRG00001009605,ENSCGRG00001009605.1,Cxcr2,ENSG00000180871,CXCR2
ENSCGRG00001009606,ENSCGRG00001009606.1,,,
ENSCGRG00001009607,ENSCGRG00001009607.1,Zfp398,ENSG00000197024,ZNF398
ENSCGRG00001009608,ENSCGRG00001009608.1,,,
ENSCGRG00001009609,ENSCGRG00001009609.1,,,
ENSCGRG00001009610,ENSCGRG00001009610.1,,ENSG00000168148,H3-4
ENSCGRG00001009611,ENSCGRG00001009611.1,Dync2i1,ENSG00000126870,DYNC2I1
ENSCGRG00001009612,ENSCGRG00001009612.1,U6,ENSG00000207144,RNU6-1297P
ENSCGRG00001009613,ENSCGRG00001009613.1,Itsn1,ENSG00000205726,ITSN1
ENSCGRG00001009614,ENSCGRG00001009614.1,Serpinf1,ENSG00000132386,SERPINF1
ENSCGRG00001009615,ENSCGRG00001009615.1,,,
ENSCGRG00001009616,ENSCGRG00001009616.1,C8b,ENSG00000021852,C8B
ENSCGRG00001009617,ENSCGRG00001009617.1,AI429214,ENSG00000164743,C8orf48
ENSCGRG00001009618,ENSCGRG00001009618.1,,,
ENSCGRG00001009619,ENSCGRG00001009619.1,,ENSG00000105879,CBLL1
ENSCGRG00001009620,ENSCGRG00001009620.1,Ccer2,ENSG00000262484,CCER2
ENSCGRG00001009621,ENSCGRG00001009621.1,Extl3,ENSG00000012232,EXTL3
ENSCGRG00001009622,ENSCGRG00001009622.1,,ENSG00000143621,ILF2
ENSCGRG00001009623,ENSCGRG00001009623.1,Krtap7-1,ENSG00000274749,KRTAP7-1
ENSCGRG00001009624,ENSCGRG00001009624.1,Mindy2,ENSG00000128923,MINDY2
ENSCGRG00001009625,ENSCGRG00001009625.1,Mapk8ip3,ENSG00000138834,MAPK8IP3
ENSCGRG00001009626,ENSCGRG00001009626.1,Allc,ENSG00000151360,ALLC
ENSCGRG00001009627,ENSCGRG00001009627.1,,ENSG00000120242,IFNA8
ENSCGRG00001009627,ENSCGRG00001009627.1,,ENSG00000137080,IFNA21
ENSCGRG00001009627,ENSCGRG00001009627.1,,ENSG00000188379,IFNA2
ENSCGRG00001009627,ENSCGRG00001009627.1,,ENSG00000197919,IFNA1
ENSCGRG00001009627,ENSCGRG00001009627.1,,ENSG00000233816,IFNA13
ENSCGRG00001009627,ENSCGRG00001009627.1,,ENSG00000234829,IFNA17
ENSCGRG00001009627,ENSCGRG00001009627.1,,ENSG00000236637,IFNA4
ENSCGRG00001009627,ENSCGRG00001009627.1,,ENSG00000214042,IFNA7
ENSCGRG00001009627,ENSCGRG00001009627.1,,ENSG00000147873,IFNA5
ENSCGRG00001009627,ENSCGRG00001009627.1,,ENSG00000120235,IFNA6
ENSCGRG00001009627,ENSCGRG00001009627.1,,ENSG00000147885,IFNA16
ENSCGRG00001009627,ENSCGRG00001009627.1,,ENSG00000186803,IFNA10
ENSCGRG00001009627,ENSCGRG00001009627.1,,ENSG00000228083,IFNA14
ENSCGRG00001009628,ENSCGRG00001009628.1,Id4,ENSG00000172201,ID4
ENSCGRG00001009629,ENSCGRG00001009629.1,Kif18b,ENSG00000186185,KIF18B
ENSCGRG00001009630,ENSCGRG00001009630.1,Ctss,ENSG00000163131,CTSS
ENSCGRG00001009631,ENSCGRG00001009631.1,Hspa12b,ENSG00000132622,HSPA12B
ENSCGRG00001009632,ENSCGRG00001009632.1,,,
ENSCGRG00001009633,ENSCGRG00001009633.1,Tob1,ENSG00000141232,TOB1
ENSCGRG00001009634,ENSCGRG00001009634.1,Efcc1,ENSG00000114654,EFCC1
ENSCGRG00001009635,ENSCGRG00001009635.1,,ENSG00000172831,CES2
ENSCGRG00001009636,ENSCGRG00001009636.1,,,
ENSCGRG00001009637,ENSCGRG00001009637.1,Arhgdib,ENSG00000111348,ARHGDIB
ENSCGRG00001009638,ENSCGRG00001009638.1,Shc3,ENSG00000148082,SHC3
ENSCGRG00001009639,ENSCGRG00001009639.1,Phospho1,ENSG00000173868,PHOSPHO1
ENSCGRG00001009640,ENSCGRG00001009640.1,3830406C13Rik,ENSG00000114405,C3orf14
ENSCGRG00001009641,ENSCGRG00001009641.1,,,
ENSCGRG00001009642,ENSCGRG00001009642.1,7SK,ENSG00000252595,RN7SKP82
ENSCGRG00001009643,ENSCGRG00001009643.1,Tmem150c,ENSG00000249242,TMEM150C
ENSCGRG00001009644,ENSCGRG00001009644.1,,,
ENSCGRG00001009645,ENSCGRG00001009645.1,Diablo,ENSG00000184047,DIABLO
ENSCGRG00001009646,ENSCGRG00001009646.1,,ENSG00000175414,ARL10
ENSCGRG00001009647,ENSCGRG00001009647.1,Doc2b,ENSG00000272636,DOC2B
ENSCGRG00001009648,ENSCGRG00001009648.1,,ENSG00000135390,ATP5MC2
ENSCGRG00001009649,ENSCGRG00001009649.1,U6,ENSG00000206752,RNU6-1323P
ENSCGRG00001009649,ENSCGRG00001009649.1,U6,ENSG00000207434,RNU6-1072P
ENSCGRG00001009649,ENSCGRG00001009649.1,U6,ENSG00000207511,RNU6-771P
ENSCGRG00001009650,ENSCGRG00001009650.1,Rapsn,ENSG00000165917,RAPSN
ENSCGRG00001009651,ENSCGRG00001009651.1,,,
ENSCGRG00001009652,ENSCGRG00001009652.1,Adamts20,ENSG00000173157,ADAMTS20
ENSCGRG00001009653,ENSCGRG00001009653.1,Osr1,ENSG00000143867,OSR1
ENSCGRG00001009654,ENSCGRG00001009654.1,Aicda,ENSG00000111732,AICDA
ENSCGRG00001009655,ENSCGRG00001009655.1,Ren1,ENSG00000143839,REN
ENSCGRG00001009656,ENSCGRG00001009656.1,Tmsb15b1,,
ENSCGRG00001009657,ENSCGRG00001009657.1,Sertad2,ENSG00000179833,SERTAD2
ENSCGRG00001009658,ENSCGRG00001009658.1,Btbd6,ENSG00000184887,BTBD6
ENSCGRG00001009659,ENSCGRG00001009659.1,Atp6v1fnb,ENSG00000272899,ATP6V1FNB
ENSCGRG00001009660,ENSCGRG00001009660.1,Olfr555,,
ENSCGRG00001009661,ENSCGRG00001009661.1,7SK,ENSG00000252051,RN7SKP276
ENSCGRG00001009662,ENSCGRG00001009662.1,Adrb2,ENSG00000169252,ADRB2
ENSCGRG00001009663,ENSCGRG00001009663.1,Fam83c,ENSG00000125998,FAM83C
ENSCGRG00001009664,ENSCGRG00001009664.1,Man1c1,ENSG00000117643,MAN1C1
ENSCGRG00001009665,ENSCGRG00001009665.1,Olfm2,ENSG00000105088,OLFM2
ENSCGRG00001009666,ENSCGRG00001009666.1,,ENSG00000279116,OR8D2
ENSCGRG00001009667,ENSCGRG00001009667.1,Rxfp3,,
ENSCGRG00001009668,ENSCGRG00001009668.1,Rnf144b,ENSG00000137393,RNF144B
ENSCGRG00001009669,ENSCGRG00001009669.1,Prl3c1,ENSG00000172179,PRL
ENSCGRG00001009670,ENSCGRG00001009670.1,,,
ENSCGRG00001009671,ENSCGRG00001009671.1,Has3,ENSG00000103044,HAS3
ENSCGRG00001009672,ENSCGRG00001009672.1,,ENSG00000100412,ACO2
ENSCGRG00001009673,ENSCGRG00001009673.1,U6,ENSG00000207454,RNU6-1104P
ENSCGRG00001009674,ENSCGRG00001009674.1,Hjv,ENSG00000168509,HJV
ENSCGRG00001009675,ENSCGRG00001009675.1,Clip3,ENSG00000105270,CLIP3
ENSCGRG00001009676,ENSCGRG00001009676.1,Nkapl,ENSG00000189134,NKAPL
ENSCGRG00001009677,ENSCGRG00001009677.1,Rap2a,ENSG00000125249,RAP2A
ENSCGRG00001009678,ENSCGRG00001009678.1,Kcna10,ENSG00000143105,KCNA10
ENSCGRG00001009679,ENSCGRG00001009679.1,S1pr5,ENSG00000180739,S1PR5
ENSCGRG00001009680,ENSCGRG00001009680.1,Map3k5,ENSG00000197442,MAP3K5
ENSCGRG00001009681,ENSCGRG00001009681.1,Gpbar1,ENSG00000179921,GPBAR1
ENSCGRG00001009682,ENSCGRG00001009682.1,7SK,,
ENSCGRG00001009683,ENSCGRG00001009683.1,PRNP,ENSG00000171867,PRNP
ENSCGRG00001009684,ENSCGRG00001009684.1,Spi1,ENSG00000066336,SPI1
ENSCGRG00001009685,ENSCGRG00001009685.1,LONP2,ENSG00000102910,LONP2
ENSCGRG00001009686,ENSCGRG00001009686.1,Atad1,ENSG00000138138,ATAD1
ENSCGRG00001009687,ENSCGRG00001009687.1,U6,,
ENSCGRG00001009688,ENSCGRG00001009688.1,Mageb11,ENSG00000188408,MAGEB5
ENSCGRG00001009689,ENSCGRG00001009689.1,Nes,ENSG00000132688,NES
ENSCGRG00001009690,ENSCGRG00001009690.1,Uba5,ENSG00000081307,UBA5
ENSCGRG00001009691,ENSCGRG00001009691.1,Dnajb3,,
ENSCGRG00001009692,ENSCGRG00001009692.1,,ENSG00000254466,OR4D10
ENSCGRG00001009693,ENSCGRG00001009693.1,,,
ENSCGRG00001009694,ENSCGRG00001009694.1,Mybl2,ENSG00000101057,MYBL2
ENSCGRG00001009695,ENSCGRG00001009695.1,Clic6,ENSG00000159212,CLIC6
ENSCGRG00001009696,ENSCGRG00001009696.1,,ENSG00000130940,CASZ1
ENSCGRG00001009697,ENSCGRG00001009697.1,Sqstm1,ENSG00000161011,SQSTM1
ENSCGRG00001009698,ENSCGRG00001009698.1,,,
ENSCGRG00001009699,ENSCGRG00001009699.1,Tmem52,ENSG00000178821,TMEM52
ENSCGRG00001009700,ENSCGRG00001009700.1,Tcof1,ENSG00000070814,TCOF1
ENSCGRG00001009701,ENSCGRG00001009701.1,Myh8,ENSG00000133020,MYH8
ENSCGRG00001009702,ENSCGRG00001009702.1,,,
ENSCGRG00001009703,ENSCGRG00001009703.1,Gabrg3,ENSG00000182256,GABRG3
ENSCGRG00001009704,ENSCGRG00001009704.1,U6,,
ENSCGRG00001009705,ENSCGRG00001009705.1,Cped1,ENSG00000106034,CPED1
ENSCGRG00001009706,ENSCGRG00001009706.1,Gpr55,ENSG00000135898,GPR55
ENSCGRG00001009707,ENSCGRG00001009707.1,Aqp5,ENSG00000161798,AQP5
ENSCGRG00001009708,ENSCGRG00001009708.1,Epn3,ENSG00000049283,EPN3
ENSCGRG00001009709,ENSCGRG00001009709.1,Ifit1,ENSG00000204010,IFIT1B
ENSCGRG00001009710,ENSCGRG00001009710.1,Fam219a,ENSG00000164970,FAM219A
ENSCGRG00001009711,ENSCGRG00001009711.1,Synm,ENSG00000182253,SYNM
ENSCGRG00001009712,ENSCGRG00001009712.1,Bbox1,ENSG00000129151,BBOX1
