From	To	Species	Gene Name
ENSCGRG00001008627	113837067	Cricetulus griseus	T-cell leukemia homeobox protein 2(LOC113837067)
ENSCGRG00001009958	100769120	Cricetulus griseus	major facilitator superfamily domain containing 5(Mfsd5)
ENSCGRG00001015725	100750667	Cricetulus griseus	GTP cyclohydrolase 1(Gch1)
ENSCGRG00001009950	113833792	Cricetulus griseus	transcription factor SOX-17(LOC113833792)
ENSCGRG00001009951	100760805	Cricetulus griseus	terminal nucleotidyltransferase 2(Tent2)
ENSCGRG00001015722	100754939	Cricetulus griseus	immunity-related GTPase family M protein 1(LOC100754939)
ENSCGRG00001015723	100755071	Cricetulus griseus	membrane bound O-acyltransferase domain containing 4(Mboat4)
ENSCGRG00001009956	100771254	Cricetulus griseus	SH3 domain binding protein 4(Sh3bp4)
ENSCGRG00001015724	100772000	Cricetulus griseus	Tax1 binding protein 3(Tax1bp3)
ENSCGRG00001008625	100774837	Cricetulus griseus	fumarylacetoacetate hydrolase domain containing 2A(Fahd2a)
ENSCGRG00001008624	100756433	Cricetulus griseus	semaphorin 7A (John Milton Hagen blood group)(Sema7a)
ENSCGRG00001008623	100758104	Cricetulus griseus	regulator of calcineurin 2(Rcan2)
ENSCGRG00001008622	100770397	Cricetulus griseus	regulator of G protein signaling 17(Rgs17)
ENSCGRG00001015729	100767278	Cricetulus griseus	leucine zipper protein 1(Luzp1)
ENSCGRG00001008620	100769979	Cricetulus griseus	RAB GTPase activating protein 1(Rabgap1)
ENSCGRG00001015730	100762684	Cricetulus griseus	inositol 1,4,5-trisphosphate receptor interacting protein(Itprip)
ENSCGRG00001014400	100752589	Cricetulus griseus	methionine sulfoxide reductase A(Msra)
ENSCGRG00001015736	100759794	Cricetulus griseus	arylsulfatase B(Arsb)
ENSCGRG00001014405	100765424	Cricetulus griseus	essential meiotic structure-specific endonuclease subunit 2(Eme2)
ENSCGRG00001015737	100751511	Cricetulus griseus	EvC ciliary complex subunit 2(Evc2)
ENSCGRG00001014406	100763344	Cricetulus griseus	small integral membrane protein 4(Smim4)
ENSCGRG00001009940	100771644	Cricetulus griseus	sperm associated antigen 7(Spag7)
ENSCGRG00001014407	103162615	Cricetulus griseus	chitobiase(Ctbs)
ENSCGRG00001009941	100771930	Cricetulus griseus	developmentally regulated GTP binding protein 2(Drg2)
ENSCGRG00001015739	100757245	Cricetulus griseus	NADH:ubiquinone oxidoreductase core subunit V1(Ndufv1)
ENSCGRG00001014408	100752638	Cricetulus griseus	olfactory receptor 5AU1(LOC100752638)
ENSCGRG00001015732	100759351	Cricetulus griseus	retrotransposon Gag like 9(Rtl9)
ENSCGRG00001014401	100774619	Cricetulus griseus	proline and serine rich coiled-coil 1(Psrc1)
ENSCGRG00001015733	100769415	Cricetulus griseus	RAB11 family interacting protein 5(Rab11fip5)
ENSCGRG00001014402	100757731	Cricetulus griseus	A-kinase anchoring protein 7(Akap7)
ENSCGRG00001009944	100770782	Cricetulus griseus	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial-like(LOC100770782)
ENSCGRG00001014403	100761480	Cricetulus griseus	family with sequence similarity 151 member B(Fam151b)
ENSCGRG00001015735	100764479	Cricetulus griseus	HGH1 homolog(Hgh1)
ENSCGRG00001008610	100752306	Cricetulus griseus	H1.6 linker histone, cluster member(H1-6)
ENSCGRG00001014409	100755791	Cricetulus griseus	chromosome 1 C2orf74 homolog(C1H2orf74)
ENSCGRG00001008607	103160136	Cricetulus griseus	toll like receptor 9(Tlr9)
ENSCGRG00001008605	100757649	Cricetulus griseus	tyrosylprotein sulfotransferase 1(Tpst1)
ENSCGRG00001009935	100751155	Cricetulus griseus	solute carrier family 39 member 12(Slc39a12)
ENSCGRG00001009936	100772139	Cricetulus griseus	armadillo repeat-containing protein 1(LOC100772139)
ENSCGRG00001015740	100763296	Cricetulus griseus	nucleoporin 58(Nup58)
ENSCGRG00001015741	100764490	Cricetulus griseus	splicing factor 3b subunit 2(Sf3b2)
ENSCGRG00001014410	100756588	Cricetulus griseus	spermidine synthase(Srm)
ENSCGRG00001015742	100770517	Cricetulus griseus	cell division cycle associated 4(Cdca4)
ENSCGRG00001009939	100762353	Cricetulus griseus	THUMP domain containing 2(Thumpd2)
ENSCGRG00001015747	100771946	Cricetulus griseus	transmembrane protein 131(Tmem131)
ENSCGRG00001014416	100763696	Cricetulus griseus	homeobox C6(Hoxc6)
ENSCGRG00001015748	100758087	Cricetulus griseus	radial spoke head 6 homolog A(Rsph6a)
ENSCGRG00001014417	100771851	Cricetulus griseus	methyltransferase 13, eEF1A lysine and N-terminal methyltransferase(Mettl13)
ENSCGRG00001015749	100763500	Cricetulus griseus	LIM homeobox 9(Lhx9)
ENSCGRG00001014418	100768007	Cricetulus griseus	olfactory receptor 4M1(LOC100768007)
ENSCGRG00001009930	100760136	Cricetulus griseus	talin rod domain containing 1(Tlnrd1)
ENSCGRG00001014419	100761116	Cricetulus griseus	receptor interacting serine/threonine kinase 1(Ripk1)
ENSCGRG00001014412	100762392	Cricetulus griseus	zinc finger protein 462(Znf462)
ENSCGRG00001015744	100764189	Cricetulus griseus	MORC family CW-type zinc finger 2(Morc2)
ENSCGRG00001009933	100768191	Cricetulus griseus	leucine rich repeat kinase 2(Lrrk2)
ENSCGRG00001014415	100771926	Cricetulus griseus	transcription elongation factor, mitochondrial(Tefm)
ENSCGRG00001008601	100770164	Cricetulus griseus	chromosome 1 C14orf119 homolog(C1H14orf119)
ENSCGRG00001015750	100761378	Cricetulus griseus	niban apoptosis regulator 2(Niban2)
ENSCGRG00001015751	100764083	Cricetulus griseus	growth arrest specific 2 like 3(Gas2l3)
ENSCGRG00001014420	100755690	Cricetulus griseus	solute carrier family 52 member 2(Slc52a2)
ENSCGRG00001009926	100773019	Cricetulus griseus	heat shock transcription factor, Y-linked-like(LOC100773019)
ENSCGRG00001014421	100750717	Cricetulus griseus	sortilin 1(Sort1)
ENSCGRG00001015753	100762127	Cricetulus griseus	phosphofructokinase, liver type(Pfkl)
ENSCGRG00001009928	100762799	Cricetulus griseus	nucleolar protein 10(Nol10)
ENSCGRG00001009929	100770099	Cricetulus griseus	EPH receptor A5(Epha5)
ENSCGRG00001015758	100768816	Cricetulus griseus	DAZ interacting zinc finger protein 1 like(Dzip1l)
ENSCGRG00001014427	100752454	Cricetulus griseus	AKT serine/threonine kinase 3(Akt3)
ENSCGRG00001015759	100757858	Cricetulus griseus	glutathione S-transferase Mu 1(LOC100757858)
ENSCGRG00001014428	100768582	Cricetulus griseus	olfactory receptor 4N4(LOC100768582)
ENSCGRG00001014429	100757803	Cricetulus griseus	solute carrier family 23 member 1(Slc23a1)
ENSCGRG00001009920	100757536	Cricetulus griseus	G protein subunit gamma 12(Gng12)
ENSCGRG00001015754	100762408	Cricetulus griseus	COMM domain containing 4(Commd4)
ENSCGRG00001014423	100763678	Cricetulus griseus	G protein-coupled receptor 176(Gpr176)
ENSCGRG00001014424	100767333	Cricetulus griseus	sorting nexin 14(Snx14)
ENSCGRG00001009922	100763682	Cricetulus griseus	insulin like growth factor binding protein 1(Igfbp1)
ENSCGRG00001015756	100758280	Cricetulus griseus	chloride intracellular channel 4(Clic4)
ENSCGRG00001014426	100752161	Cricetulus griseus	glycosyltransferase like domain containing 1(Gtdc1)
ENSCGRG00001015761	100768410	Cricetulus griseus	phenylethanolamine N-methyltransferase(Pnmt)
ENSCGRG00001009914	100758698	Cricetulus griseus	polycystin family receptor for egg jelly(Pkdrej)
ENSCGRG00001015762	100764556	Cricetulus griseus	Myb like, SWIRM and MPN domains 1(Mysm1)
ENSCGRG00001014432	100764278	Cricetulus griseus	ELOVL fatty acid elongase 2(Elovl2)
ENSCGRG00001009916	100682529	Cricetulus griseus	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase(Mgat1)
ENSCGRG00001014433	100773865	Cricetulus griseus	keratin 79(Krt79)
ENSCGRG00001013102	100756989	Cricetulus griseus	G protein-coupled receptor 157(Gpr157)
ENSCGRG00001009919	100759031	Cricetulus griseus	adenosine deaminase tRNA specific 2(Adat2)
ENSCGRG00001015760	100760134	Cricetulus griseus	phospholipase C beta 3(Plcb3)
ENSCGRG00001013106	100753061	Cricetulus griseus	tetratricopeptide repeat domain 5(Ttc5)
ENSCGRG00001015769	100751914	Cricetulus griseus	ALF transcription elongation factor 1(Aff1)
ENSCGRG00001014438	100756019	Cricetulus griseus	N-myristoyltransferase 2(Nmt2)
ENSCGRG00001014439	100756859	Cricetulus griseus	olfactory receptor 11H6(LOC100756859)
ENSCGRG00001013104	100762354	Cricetulus griseus	TEA domain transcription factor 1(Tead1)
ENSCGRG00001013103	100773482	Cricetulus griseus	tetraspanin 1(Tspan1)
ENSCGRG00001015765	100756762	Cricetulus griseus	secretoglobin family 2A member 2(LOC100756762)
ENSCGRG00001014434	100770181	Cricetulus griseus	MUS81 structure-specific endonuclease subunit(Mus81)
ENSCGRG00001013109	100765812	Cricetulus griseus	dermatopontin(Dpt)
ENSCGRG00001015767	100759630	Cricetulus griseus	leucine rich repeat containing 24(Lrrc24)
ENSCGRG00001014436	100769464	Cricetulus griseus	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated(Lsm4)
ENSCGRG00001009912	100758583	Cricetulus griseus	cornulin(Crnn)
ENSCGRG00001014437	100766157	Cricetulus griseus	HMG-box transcription factor 1(Hbp1)
ENSCGRG00001001197	100765304	Cricetulus griseus	guanosine monophosphate reductase(Gmpr)
ENSCGRG00001001194	100775056	Cricetulus griseus	activating signal cointegrator 1 complex subunit 2(Ascc2)
ENSCGRG00001001195	100772857	Cricetulus griseus	jade family PHD finger 1(Jade1)
ENSCGRG00001009902	100752872	Cricetulus griseus	transmembrane protein 14A(Tmem14a)
ENSCGRG00001014441	100750898	Cricetulus griseus	prolactin-3B1(LOC100750898)
ENSCGRG00001009903	100761675	Cricetulus griseus	family with sequence similarity 185 member A(Fam185a)
ENSCGRG00001015773	100760663	Cricetulus griseus	histamine receptor H1(Hrh1)
ENSCGRG00001014442	100759696	Cricetulus griseus	phosphodiesterase 4A(Pde4a)
ENSCGRG00001009904	100757897	Cricetulus griseus	elongation factor Tu GTP binding domain containing 2(Eftud2)
ENSCGRG00001015774	100769372	Cricetulus griseus	HECT domain E3 ubiquitin protein ligase 2(Hectd2)
ENSCGRG00001014444	100770155	Cricetulus griseus	cell division cycle associated 7 like(Cdca7l)
ENSCGRG00001009906	100772576	Cricetulus griseus	acyl-CoA synthetase short chain family member 3(Acss3)
ENSCGRG00001013111	100766634	Cricetulus griseus	secretory carrier membrane protein 5(Scamp5)
ENSCGRG00001015770	100758927	Cricetulus griseus	synaptic vesicle glycoprotein 2C(Sv2c)
ENSCGRG00001015771	100770427	Cricetulus griseus	nuclear cap binding protein subunit 1(Ncbp1)
ENSCGRG00001014449	100755782	Cricetulus griseus	ankyrin repeat family A member 2(Ankra2)
ENSCGRG00001013116	100767756	Cricetulus griseus	regulation of nuclear pre-mRNA domain containing 1A(Rprd1a)
ENSCGRG00001013115	100773434	Cricetulus griseus	translocation associated membrane protein 1(Tram1)
ENSCGRG00001014446	100763222	Cricetulus griseus	thromboxane A2 receptor(Tbxa2r)
ENSCGRG00001009900	100756537	Cricetulus griseus	proprotein convertase subtilisin/kexin type 4(Pcsk4)
ENSCGRG00001013119	100751200	Cricetulus griseus	helt bHLH transcription factor(Helt)
ENSCGRG00001015778	100767414	Cricetulus griseus	RAB27A, member RAS oncogene family(Rab27a)
ENSCGRG00001014447	100770553	Cricetulus griseus	phosphate cytidylyltransferase 1B, choline(Pcyt1b)
ENSCGRG00001009901	100764404	Cricetulus griseus	olfactory receptor 1D2(LOC100764404)
ENSCGRG00001013118	100751998	Cricetulus griseus	eukaryotic translation initiation factor 3 subunit H(Eif3h)
ENSCGRG00001015779	100756932	Cricetulus griseus	metallothionein 4(Mt4)
ENSCGRG00001014448	100768708	Cricetulus griseus	taste receptor type 2 member 125-like(LOC100768708)
ENSCGRG00001001187	100772754	Cricetulus griseus	decaprenyl diphosphate synthase subunit 1(Pdss1)
ENSCGRG00001001189	100767673	Cricetulus griseus	ribosome production factor 1 homolog(Rpf1)
ENSCGRG00001001182	100754783	Cricetulus griseus	dynactin subunit 6(Dctn6)
ENSCGRG00001001179	100761689	Cricetulus griseus	olfactory receptor 4F3/4F16/4F29(LOC100761689)
ENSCGRG00001013120	100760642	Cricetulus griseus	dachsous cadherin-related 1(Dchs1)
ENSCGRG00001015783	100765740	Cricetulus griseus	SHANK associated RH domain interactor(Sharpin)
ENSCGRG00001015784	113833731	Cricetulus griseus	R-spondin 3(Rspo3)
ENSCGRG00001014453	100756792	Cricetulus griseus	Rac family small GTPase 1(Rac1)
ENSCGRG00001015785	100769050	Cricetulus griseus	cyclin Q(Ccnq)
ENSCGRG00001014454	100769304	Cricetulus griseus	guided entry of tail-anchored proteins factor 4(Get4)
ENSCGRG00001014455	100761471	Cricetulus griseus	transient receptor potential cation channel subfamily M member 1(Trpm1)
ENSCGRG00001015780	100689070	Cricetulus griseus	G protein subunit alpha i1(Gnai1)
ENSCGRG00001015781	100689477	Cricetulus griseus	actin beta(Actb)
ENSCGRG00001013121	100754681	Cricetulus griseus	NADH:ubiquinone oxidoreductase subunit B10(Ndufb10)
ENSCGRG00001014451	100762934	Cricetulus griseus	mitogen-activated protein kinase kinase kinase 9(Map3k9)
ENSCGRG00001001170	100757640	Cricetulus griseus	G protein-coupled receptor 137(Gpr137)
ENSCGRG00001013125	100764752	Cricetulus griseus	protein O-mannosyltransferase 2(Pomt2)
ENSCGRG00001015788	100754656	Cricetulus griseus	glutaredoxin 3(Glrx3)
ENSCGRG00001015789	100765875	Cricetulus griseus	atlastin GTPase 1(Atl1)
ENSCGRG00001013129	100769923	Cricetulus griseus	heterogeneous nuclear ribonucleoprotein A1(Hnrnpa1)
ENSCGRG00001001175	100770348	Cricetulus griseus	aldo-keto reductase family 1 member D1(Akr1d1)
ENSCGRG00001001172	100759673	Cricetulus griseus	neuroligin 2(Nlgn2)
ENSCGRG00001001173	100689189	Cricetulus griseus	purinergic receptor P2Y2(P2ry2)
ENSCGRG00001001168	100773475	Cricetulus griseus	spermatogenesis associated 6(Spata6)
ENSCGRG00001015794	100766772	Cricetulus griseus	glutathione S-transferase Y1(LOC100766772)
ENSCGRG00001014463	100758749	Cricetulus griseus	phosphoenolpyruvate carboxykinase 1(Pck1)
ENSCGRG00001015795	100767597	Cricetulus griseus	myeloid associated differentiation marker(Myadm)
ENSCGRG00001014464	100753421	Cricetulus griseus	uracil DNA glycosylase(Ung)
ENSCGRG00001015797	100761015	Cricetulus griseus	centromere protein C(Cenpc)
ENSCGRG00001014466	100767269	Cricetulus griseus	cadherin-6(LOC100767269)
ENSCGRG00001013135	100756805	Cricetulus griseus	inorganic pyrophosphatase 2, mitochondrial(LOC100756805)
ENSCGRG00001015790	100753726	Cricetulus griseus	HORMA domain containing 2(Hormad2)
ENSCGRG00001013134	100758811	Cricetulus griseus	cleavage and polyadenylation specific factor 3(Cpsf3)
ENSCGRG00001015791	100764602	Cricetulus griseus	potassium voltage-gated channel subfamily D member 3(Kcnd3)
ENSCGRG00001015792	100765286	Cricetulus griseus	ubiquitin specific peptidase 31(Usp31)
ENSCGRG00001015793	100770684	Cricetulus griseus	G protein pathway suppressor 1(Gps1)
ENSCGRG00001014462	100774193	Cricetulus griseus	impact RWD domain protein(Impact)
ENSCGRG00001013137	100767082	Cricetulus griseus	NFKB activating protein(Nkap)
ENSCGRG00001015798	100765861	Cricetulus griseus	secreted LY6/PLAUR domain containing 1(Slurp1)
ENSCGRG00001014467	100769184	Cricetulus griseus	stonin 1(Ston1)
ENSCGRG00001014468	100760513	Cricetulus griseus	protein phosphatase 2 regulatory subunit B''alpha(Ppp2r3a)
ENSCGRG00001014469	100771840	Cricetulus griseus	microtubule associated protein 10(Map10)
ENSCGRG00001001166	100689282	Cricetulus griseus	N-acetyltransferase 2 (arylamine N-acetyltransferase)(Nat2)
ENSCGRG00001002498	100772031	Cricetulus griseus	olfactory receptor 52E4(LOC100772031)
ENSCGRG00001002497	100763782	Cricetulus griseus	Sin3A associated protein 30(Sap30)
ENSCGRG00001001160	100768043	Cricetulus griseus	potassium channel tetramerization domain containing 4(Kctd4)
ENSCGRG00001002492	100767554	Cricetulus griseus	natural killer cell triggering receptor(Nktr)
ENSCGRG00001001162	100765712	Cricetulus griseus	ELL associated factor 2(Eaf2)
ENSCGRG00001002493	100761496	Cricetulus griseus	polycomb group ring finger 1(Pcgf1)
ENSCGRG00001023740	100757970	Cricetulus griseus	glutathione-disulfide reductase(Gsr)
ENSCGRG00001023742	100757383	Cricetulus griseus	neuronal calcium sensor 1(Ncs1)
ENSCGRG00001023745	100756398	Cricetulus griseus	cytochrome c oxidase assembly factor 7(LOC100756398)
ENSCGRG00001023747	100760121	Cricetulus griseus	small G protein signaling modulator 1(Sgsm1)
ENSCGRG00001022416	100759302	Cricetulus griseus	heterogeneous nuclear ribonucleoprotein A2/B1(Hnrnpa2b1)
ENSCGRG00001023746	100760826	Cricetulus griseus	solute carrier family 15 member 1(Slc15a1)
ENSCGRG00001022415	100769964	Cricetulus griseus	ecotropic viral integration site 5(Evi5)
ENSCGRG00001008109	100759210	Cricetulus griseus	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide(Adh7)
ENSCGRG00001023749	100755600	Cricetulus griseus	zinc finger matrin-type 2(Zmat2)
ENSCGRG00001022418	100755764	Cricetulus griseus	talin 1(Tln1)
ENSCGRG00001011763	100761460	Cricetulus griseus	SH3 domain containing ring finger 3(Sh3rf3)
ENSCGRG00001009432	100764455	Cricetulus griseus	glutathione S-transferase zeta 1(Gstz1)
ENSCGRG00001011764	100766413	Cricetulus griseus	zinc finger protein 706(Znf706)
ENSCGRG00001010433	100770579	Cricetulus griseus	NADH:ubiquinone oxidoreductase subunit A8(Ndufa8)
ENSCGRG00001011761	100764656	Cricetulus griseus	establishment of sister chromatid cohesion N-acetyltransferase 1(Esco1)
ENSCGRG00001010430	100766182	Cricetulus griseus	myeloid leukemia factor 2(Mlf2)
ENSCGRG00001011767	100774473	Cricetulus griseus	STE20 related adaptor alpha(Strada)
ENSCGRG00001010437	100751570	Cricetulus griseus	olfactory receptor 2T6(LOC100751570)
ENSCGRG00001010434	100771243	Cricetulus griseus	carbohydrate sulfotransferase 13(Chst13)
ENSCGRG00001009439	100765770	Cricetulus griseus	olfactory receptor 14J1(LOC100765770)
ENSCGRG00001008108	100761517	Cricetulus griseus	olfactory receptor 5L2(LOC100761517)
ENSCGRG00001008106	100755385	Cricetulus griseus	3-hydroxy-3-methylglutaryl-CoA lyase(Hmgcl)
ENSCGRG00001009430	100752004	Cricetulus griseus	myosin IXA(Myo9a)
ENSCGRG00001008101	100759861	Cricetulus griseus	Rap associating with DIL domain(Radil)
ENSCGRG00001022420	100752541	Cricetulus griseus	tumor susceptibility 101(Tsg101)
ENSCGRG00001023754	100773001	Cricetulus griseus	nucleolus and neural progenitor protein(Nepro)
ENSCGRG00001022422	100755109	Cricetulus griseus	PIF1 5'-to-3' DNA helicase(Pif1)
ENSCGRG00001023755	100753172	Cricetulus griseus	glutathione S-transferase alpha-5(LOC100753172)
ENSCGRG00001023758	100752160	Cricetulus griseus	multiple PDZ domain crumbs cell polarity complex component(Mpdz)
ENSCGRG00001022427	100765761	Cricetulus griseus	density regulated re-initiation and release factor(Denr)
ENSCGRG00001023757	100755761	Cricetulus griseus	unc-119 lipid binding chaperone B(Unc119b)
ENSCGRG00001022429	100772210	Cricetulus griseus	cytokine like 1(Cytl1)
ENSCGRG00001023759	100769741	Cricetulus griseus	synaptonemal complex central element protein 3(Syce3)
ENSCGRG00001011770	100768035	Cricetulus griseus	hematopoietic prostaglandin D synthase(Hpgds)
ENSCGRG00001011771	100750506	Cricetulus griseus	zinc finger protein 451(Znf451)
ENSCGRG00001010443	100751838	Cricetulus griseus	CDK2 associated cullin domain 1(Cacul1)
ENSCGRG00001011775	100754674	Cricetulus griseus	epithelial cell transforming 2(Ect2)
ENSCGRG00001010444	100774939	Cricetulus griseus	zinc finger and BTB domain containing 37(Zbtb37)
ENSCGRG00001011773	100768128	Cricetulus griseus	neuronal differentiation 2(Neurod2)
ENSCGRG00001009424	100754743	Cricetulus griseus	coiled-coil domain containing 185(Ccdc185)
ENSCGRG00001011778	100756397	Cricetulus griseus	DIM1 rRNA methyltransferase and ribosome maturation factor(Dimt1)
ENSCGRG00001010447	100751293	Cricetulus griseus	hypoxia inducible factor 1 subunit alpha(Hif1a)
ENSCGRG00001011779	100764288	Cricetulus griseus	protein phosphatase 4 regulatory subunit 4(Ppp4r4)
ENSCGRG00001009426	100689367	Cricetulus griseus	ERCC excision repair 3, TFIIH core complex helicase subunit(Ercc3)
ENSCGRG00001009427	100764951	Cricetulus griseus	transcription factor AP-2 alpha(Tfap2a)
ENSCGRG00001010445	100768042	Cricetulus griseus	podocalyxin like 2(Podxl2)
ENSCGRG00001011777	100756942	Cricetulus griseus	small integral membrane protein 29(Smim29)
ENSCGRG00001010446	100751351	Cricetulus griseus	ADP ribosylation factor like GTPase 1(Arl1)
ENSCGRG00001023750	100756710	Cricetulus griseus	piercer of microtubule wall 1(Pierce1)
ENSCGRG00001009420	100772009	Cricetulus griseus	glypican 2(Gpc2)
ENSCGRG00001022432	100769883	Cricetulus griseus	transmembrane protein 40(Tmem40)
ENSCGRG00001023762	100769065	Cricetulus griseus	Myb/SANT DNA binding domain containing 2(Msantd2)
ENSCGRG00001021102	100764352	Cricetulus griseus	malate dehydrogenase 1(Mdh1)
ENSCGRG00001023764	100760339	Cricetulus griseus	C2 domain containing 3 centriole elongation regulator(C2cd3)
ENSCGRG00001023767	100689275	Cricetulus griseus	cytochrome P450, family 7, subfamily a, polypeptide 1(Cyp7a1)
ENSCGRG00001022436	100773204	Cricetulus griseus	solute carrier family 22 member 19(LOC100773204)
ENSCGRG00001021105	100772925	Cricetulus griseus	kynurenine 3-monooxygenase(Kmo)
ENSCGRG00001023766	100762098	Cricetulus griseus	tweety family member 3(Ttyh3)
ENSCGRG00001022435	100766813	Cricetulus griseus	interleukin 25(Il25)
ENSCGRG00001022438	100760890	Cricetulus griseus	CUB domain containing protein 1(Cdcp1)
ENSCGRG00001023768	100763190	Cricetulus griseus	electron transfer flavoprotein dehydrogenase(Etfdh)
ENSCGRG00001022437	100764498	Cricetulus griseus	WBP2 N-terminal like(Wbp2nl)
ENSCGRG00001021108	100766375	Cricetulus griseus	lysosomal protein transmembrane 5(Laptm5)
ENSCGRG00001009418	100764730	Cricetulus griseus	transmembrane protein 138(Tmem138)
ENSCGRG00001021109	100753822	Cricetulus griseus	NFKB inhibitor interacting Ras like 2(Nkiras2)
ENSCGRG00001022439	103159421	Cricetulus griseus	CBY1 interacting BAR domain containing 2(Cibar2)
ENSCGRG00001011781	118238643	Cricetulus griseus	mitoregulin(Mtln)
ENSCGRG00001010451	100755702	Cricetulus griseus	leucine rich repeat neuronal 3(Lrrn3)
ENSCGRG00001009411	100753031	Cricetulus griseus	cell division cycle associated 8(Cdca8)
ENSCGRG00001010455	100762532	Cricetulus griseus	dual specificity tyrosine phosphorylation regulated kinase 1B(Dyrk1b)
ENSCGRG00001011783	100771318	Cricetulus griseus	MAX dimerization protein 4(Mxd4)
ENSCGRG00001011784	100773382	Cricetulus griseus	rabaptin, RAB GTPase binding effector protein 1(Rabep1)
ENSCGRG00001011789	100755226	Cricetulus griseus	protein kinase AMP-activated non-catalytic subunit beta 1(Prkab1)
ENSCGRG00001009415	100752489	Cricetulus griseus	meiosis/spermiogenesis associated 1(Meig1)
ENSCGRG00001010459	100759570	Cricetulus griseus	ring finger protein 6(Rnf6)
ENSCGRG00001010456	100758920	Cricetulus griseus	chromosome alignment maintaining phosphoprotein 1(Champ1)
ENSCGRG00001011788	100765786	Cricetulus griseus	asteroid homolog 1(Aste1)
ENSCGRG00001009417	100754139	Cricetulus griseus	testis-expressed protein 13C-1(LOC100754139)
ENSCGRG00001022430	100766553	Cricetulus griseus	RB binding protein 9, serine hydrolase(Rbbp9)
ENSCGRG00001023760	100771219	Cricetulus griseus	NOP protein chaperone 1(Nopchap1)
ENSCGRG00001023774	100761747	Cricetulus griseus	carboxylesterase 5A(Ces5a)
ENSCGRG00001022443	100753100	Cricetulus griseus	actin related protein 2/3 complex inhibitor(LOC100753100)
ENSCGRG00001022442	100763323	Cricetulus griseus	eukaryotic translation initiation factor 4A2(Eif4a2)
ENSCGRG00001023776	100773646	Cricetulus griseus	napsin A aspartic peptidase(Napsa)
ENSCGRG00001022445	100758157	Cricetulus griseus	neuromedin U receptor 2(Nmur2)
ENSCGRG00001021114	100771544	Cricetulus griseus	cyclin D2(Ccnd2)
ENSCGRG00001021115	100762302	Cricetulus griseus	serine and arginine rich splicing factor 4(Srsf4)
ENSCGRG00001021116	100756693	Cricetulus griseus	myelin regulatory factor(Myrf)
ENSCGRG00001023777	100774523	Cricetulus griseus	family with sequence similarity 81 member A(Fam81a)
ENSCGRG00001023779	100771261	Cricetulus griseus	glutamine and serine rich 1(Qser1)
ENSCGRG00001022448	103159753	Cricetulus griseus	scratch family transcriptional repressor 1(Scrt1)
ENSCGRG00001021119	100769098	Cricetulus griseus	claudin 18(Cldn18)
ENSCGRG00001009409	100752415	Cricetulus griseus	protocadherin 17(Pcdh17)
ENSCGRG00001011792	100775100	Cricetulus griseus	potassium inwardly rectifying channel subfamily J member 14(Kcnj14)
ENSCGRG00001010461	118237594	Cricetulus griseus	serine/threonine-protein phosphatase 2B catalytic subunit(LOC118237594)
ENSCGRG00001010461	100752571	Cricetulus griseus	serine/threonine-protein phosphatase 2B catalytic subunit(LOC100752571)
ENSCGRG00001010462	100761477	Cricetulus griseus	NUS1 dehydrodolichyl diphosphate synthase subunit(Nus1)
ENSCGRG00001011791	100753343	Cricetulus griseus	diacylglycerol kinase beta(Dgkb)
ENSCGRG00001011796	100761852	Cricetulus griseus	protein tyrosine phosphatase receptor type M(Ptprm)
ENSCGRG00001010465	100774597	Cricetulus griseus	PNMA family member 1(Pnma1)
ENSCGRG00001011797	100765283	Cricetulus griseus	olfactory receptor 9Q1(LOC100765283)
ENSCGRG00001009400	113837783	Cricetulus griseus	protein LDOC1-like(LOC113837783)
ENSCGRG00001009403	100760823	Cricetulus griseus	actin-related protein T2(LOC100760823)
ENSCGRG00001009404	100756249	Cricetulus griseus	ergosterol biosynthesis 28 homolog(Erg28)
ENSCGRG00001009405	100774214	Cricetulus griseus	germ cell-less 1, spermatogenesis associated(Gmcl1)
ENSCGRG00001010468	100751609	Cricetulus griseus	APC membrane recruitment protein 1(Amer1)
ENSCGRG00001023772	100759333	Cricetulus griseus	MCF.2 cell line derived transforming sequence like(Mcf2l)
ENSCGRG00001023771	100761097	Cricetulus griseus	sodium voltage-gated channel beta subunit 3(Scn3b)
ENSCGRG00001021122	100753641	Cricetulus griseus	RCAN family member 3(Rcan3)
ENSCGRG00001023785	100760133	Cricetulus griseus	SEC16 homolog A, endoplasmic reticulum export factor(Sec16a)
ENSCGRG00001021123	100759782	Cricetulus griseus	cold shock domain containing C2(Csdc2)
ENSCGRG00001022453	100769179	Cricetulus griseus	U-box domain containing 5(Ubox5)
ENSCGRG00001023787	100763541	Cricetulus griseus	cytochrome c-type heme lyase(LOC100763541)
ENSCGRG00001022456	100767850	Cricetulus griseus	POU class 2 homeobox 1(Pou2f1)
ENSCGRG00001022455	100765184	Cricetulus griseus	histone deacetylase 8(Hdac8)
ENSCGRG00001021127	100773655	Cricetulus griseus	LIM domain-binding protein 2(LOC100773655)
ENSCGRG00001023788	100753805	Cricetulus griseus	TBC1 domain family member 21(Tbc1d21)
