NCBI GeneID	Symbol	Description
100760503	LOC100760503	calmodulin-like
100760504	LOC100760504	aldehyde oxidase 3
100760508	LOC100760508	cell division cycle protein 123 homolog
100760511	LOC100760511	60S ribosomal protein L32-like
100760515	LOC100760515	ATP synthase subunit ATP5MPL, mitochondrial
100760519	LOC100760519	ankyrin repeat family A protein 2-like
100760523	LOC100760523	mortality factor 4-like protein 2
100760524	LOC100760524	COMM domain-containing protein 9
100760528	LOC100760528	olfactory receptor 4F3/4F16/4F29-like
100760529	LOC100760529	olfactory receptor 4D10
100760530	LOC100760530	uncharacterized LOC100760530
100760534	LOC100760534	fructose-bisphosphate aldolase A-like
100760538	LOC100760538	CMRF35-like molecule 3
100760544	LOC100760544	AP-1 complex-associated regulatory protein-like
100760545	LOC100760545	olfactory receptor 51F2
100760552	LOC100760552	nucleolar RNA helicase 2-like
100760554	LOC100760554	protein FAM47E
100760555	LOC100760555	ribosomal RNA-processing protein 7 homolog A-like
100760559	LOC100760559	antizyme inhibitor 2
100760560	LOC100760560	olfactory receptor 1361
100760579	LOC100760579	geranylgeranyl transferase type-2 subunit beta-like
100760585	LOC100760585	60S ribosomal protein L21-like
100760590	LOC100760590	prefoldin subunit 2-like
100760601	LOC100760601	histone H2A type 1-B
100760605	LOC100760605	heat shock protein HSP 90-alpha-like
100760608	LOC100760608	peptidyl-prolyl cis-trans isomerase FKBP3-like
100760613	LOC100760613	bax inhibitor 1-like
100760616	LOC100760616	interferon alpha-9
100760619	LOC100760619	murinoglobulin-1-like
100760625	LOC100760625	high mobility group protein B1-like
100760628	LOC100760628	cell division control protein 42 homolog
100760630	LOC100760630	keratin, type I cytoskeletal 42
100760635	LOC100760635	interferon-inducible GTPase 1-like
100760636	LOC100760636	uncharacterized LOC100760636
100760639	LOC100760639	olfactory receptor 4X2
100760640	LOC100760640	60S ribosomal protein L35a-like
100760644	LOC100760644	polycystic kidney disease protein 1-like 2
100760645	LOC100760645	chromodomain Y-like protein
100760648	LOC100760648	olfactory receptor 145
100760650	LOC100760650	protein NipSnap homolog 3A
100760651	LOC100760651	olfactory receptor 5W2-like
100760652	LOC100760652	60S ribosomal protein L9-like
100760654	LOC100760654	calcineurin B homologous protein 1-like
100760657	LOC100760657	40S ribosomal protein S13-like
100760658	LOC100760658	ficolin-1
100760660	LOC100760660	olfactory receptor 4D9
100760661	LOC100760661	acidic mammalian chitinase
100760668	LOC100760668	olfactory receptor 51D1
100760687	LOC100760687	ADP-ribosylation factor 1-like
100760688	LOC100760688	60S acidic ribosomal protein P0-like
100760690	LOC100760690	histone H4
100760697	LOC100760697	hepatoma-derived growth factor-like protein 1
100760700	LOC100760700	prolactin-7A1-like
100760701	LOC100760701	zinc finger HIT domain-containing protein 1
100760717	LOC100760717	40S ribosomal protein S12-like
100760721	LOC100760721	septin-7-like
100760728	LOC100760728	guanylate cyclase 2G-like
100760730	LOC100760730	zinc finger protein 665
100760733	LOC100760733	olfactory receptor 51A4
100760734	LOC100760734	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial-like
100760739	LOC100760739	uncharacterized LOC100760739
100760741	LOC100760741	interferon-inducible GTPase 1
100760743	LOC100760743	ADP/ATP translocase 2-like
100760745	LOC100760745	cysteine-rich PDZ-binding protein-like
100760752	LOC100760752	peptidyl-prolyl cis-trans isomerase A-like
100760753	LOC100760753	olfactory receptor 6F1
100760754	LOC100760754	dynein light chain 1, cytoplasmic-like
100760755	LOC100760755	arylacetamide deacetylase-like 4
100760757	LOC100760757	nucleophosmin-like
100760759	LOC100760759	forkhead box protein I2
100760760	LOC100760760	microtubule-associated protein 6
100760773	LOC100760773	PC-esterase domain-containing protein 1B
100760777	LOC100760777	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 7
100760783	LOC100760783	GRB2-associated-binding protein 2-like
100760787	LOC100760787	TRPM8 channel-associated factor 2
100760792	LOC100760792	four and a half LIM domains protein 1
100760793	LOC100760793	polypyrimidine tract-binding protein 3-like
100760796	LOC100760796	olfactory receptor 1030
100760798	LOC100760798	4-trimethylaminobutyraldehyde dehydrogenase-like
100760802	LOC100760802	cytochrome b-245 heavy chain
100760804	LOC100760804	heat shock 70 kDa protein 1-like
100760811	LOC100760811	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like
100760819	LOC100760819	olfactory receptor 4F3/4F16/4F29
100760820	LOC100760820	macrophage-expressed gene 1 protein
100760821	LOC100760821	claudin-34
100760823	LOC100760823	actin-related protein T2
100760829	LOC100760829	CMRF-35-like molecule 4
100760836	LOC100760836	olfactory receptor 51F2-like
100760837	LOC100760837	protein phosphatase inhibitor 2
100760842	LOC100760842	olfactory receptor 52N2
100760843	LOC100760843	olfactory receptor 2B11
100760845	LOC100760845	aspartate--tRNA ligase, cytoplasmic-like
100760851	LOC100760851	olfactory receptor 1361
100760854	LOC100760854	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like protein MGAT4E
100760855	LOC100760855	olfactory receptor 4A15-like
100760861	LOC100760861	olfactory receptor 2H2-like
100760876	LOC100760876	proto-oncogene Mas
100760892	LOC100760892	cyclin-dependent kinases regulatory subunit 1
100760901	LOC100760901	T-complex protein 1 subunit beta-like
100760906	LOC100760906	interferon alpha-9-like
100760909	LOC100760909	alpha-1-inhibitor 3
100760916	LOC100760916	40S ribosomal protein S3-like
100760919	LOC100760919	ubiquitin carboxyl-terminal hydrolase isozyme L5-like
100760923	LOC100760923	60S ribosomal protein L29
100760924	LOC100760924	arylacetamide deacetylase-like 4
100760925	LOC100760925	interferon-inducible GTPase 1-like
100760928	LOC100760928	olfactory receptor 4B1
100760929	LOC100760929	tubulin alpha-1C chain-like
100760939	LOC100760939	olfactory receptor 5W2-like
100760941	LOC100760941	killer cell lectin-like receptor subfamily B member 1B
100760949	LOC100760949	dual specificity protein phosphatase 13
100760950	LOC100760950	chitinase-like protein 4
100760954	LOC100760954	40S ribosomal protein S27-like
100760962	LOC100760962	60S ribosomal protein L7a-like
100760969	LOC100760969	RNA-binding protein PNO1-like
100760973	LOC100760973	protein regulator of cytokinesis 1-like
100760976	LOC100760976	proteasome subunit beta type-3-like
100760980	LOC100760980	60S ribosomal protein L23-like
100760985	LOC100760985	SOSS complex subunit B2-like
100760988	LOC100760988	40S ribosomal protein S15-like
100760990	LOC100760990	prolactin-2A1-like
100760991	LOC100760991	40S ribosomal protein S4, X isoform
100760993	LOC100760993	probable G-protein coupled receptor 141
100760996	LOC100760996	interferon lambda-2
100761000	LOC100761000	60S ribosomal protein L7a-like
100761006	LOC100761006	T-complex protein 1 subunit delta-like
100761009	LOC100761009	coiled-coil domain-containing protein 121
100761012	LOC100761012	E3 ubiquitin-protein ligase RAD18-like
100761024	LOC100761024	olfactory receptor 51L1
100761033	LOC100761033	interferon-inducible GTPase 1-like
100761035	LOC100761035	insulin-induced gene 2 protein-like
100761037	LOC100761037	uncharacterized LOC100761037
100761040	LOC100761040	eukaryotic translation initiation factor 1A, Y-chromosomal
100761043	LOC100761043	tudor and KH domain-containing protein-like
100761044	LOC100761044	olfactory receptor 14C36-like
100761045	LOC100761045	dehydrodolichyl diphosphate synthase complex subunit Nus1
100761046	LOC100761046	arylacetamide deacetylase-like 4
100761048	LOC100761048	2'-5'-oligoadenylate synthase 1A
100761051	LOC100761051	phospholipase A2
100761053	LOC100761053	replication protein A 70 kDa DNA-binding subunit
100761055	LOC100761055	voltage-dependent anion-selective channel protein 1-like
100761056	LOC100761056	DNA-binding protein inhibitor ID-2-like
100761059	LOC100761059	40S ribosomal protein S18-like
100761061	LOC100761061	sperm-associated antigen 16 protein
100761074	LOC100761074	germ cell-less protein-like 2
100761075	LOC100761075	olfactory receptor-like protein OLF3
100761079	LOC100761079	NTF2-related export protein 2
100761081	LOC100761081	olfactory receptor 4C15-like
100761082	LOC100761082	class II histocompatibility antigen, M beta 1 chain
100761083	LOC100761083	gastric triacylglycerol lipase
100761084	LOC100761084	olfactory receptor 1030-like
100761095	LOC100761095	DNA primase large subunit-like
100761100	LOC100761100	myelin P2 protein
100761102	LOC100761102	isocitrate dehydrogenase [NADP] cytoplasmic
100761106	LOC100761106	immunoglobulin lambda variable 4-69
100761108	LOC100761108	olfactory receptor 4F3/4F16/4F29
100761109	LOC100761109	olfactory receptor 5A1
100761110	LOC100761110	40S ribosomal protein S25-like
100761112	LOC100761112	histone-lysine N-methyltransferase PRDM16-like
100761114	LOC100761114	N-acylneuraminate-9-phosphatase-like
100761118	LOC100761118	olfactory receptor 8B3
100761140	LOC100761140	olfactory receptor 1361
100761144	LOC100761144	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like protein MGAT4E
100761145	LOC100761145	hemoglobin subunit alpha-like
100761147	LOC100761147	transcription initiation factor TFIID subunit 7-like
100761149	LOC100761149	ran guanine nucleotide release factor-like
100761158	LOC100761158	speckle-type POZ protein-like
100761160	LOC100761160	protein SET-like
100761167	LOC100761167	sentrin-specific protease 2-like
100761175	LOC100761175	60S ribosomal protein L8-like
100761177	LOC100761177	olfactory receptor 4P4
100761179	LOC100761179	histone H3.1
100761180	LOC100761180	cytochrome c oxidase subunit 7A-related protein, mitochondrial-like
100761185	LOC100761185	ribose-phosphate pyrophosphokinase 1-like
100761189	LOC100761189	LIM domain-containing protein ajuba-like
100761192	LOC100761192	Krueppel-like factor 10
100761202	LOC100761202	pseudouridine-5'-phosphatase
100761211	LOC100761211	olfactory receptor 52E1
100761212	LOC100761212	egl nine homolog 3-like
100761213	LOC100761213	GRB2-associated-binding protein 2-like
100761214	LOC100761214	signal peptidase complex subunit 2-like
100761216	LOC100761216	olfactory receptor 4B1-like
100761217	LOC100761217	olfactory receptor 13A1-like
100761223	LOC100761223	ubiquilin-3
100761227	LOC100761227	olfactory receptor 1020-like
100761236	LOC100761236	high mobility group protein B1-like
100761241	LOC100761241	odorant-binding protein 2a
100761243	LOC100761243	olfactory receptor 52I2
100761246	LOC100761246	zinc finger HIT domain-containing protein 3-like
100761248	LOC100761248	fructose-1,6-bisphosphatase isozyme 2
100761250	LOC100761250	protein phosphatase 1 regulatory subunit 26-like
100761256	LOC100761256	probable ATP-dependent RNA helicase DDX5
100761257	LOC100761257	proto-oncogene FRAT1-like
100761261	LOC100761261	40S ribosomal protein S2-like
100761267	LOC100761267	acidic leucine-rich nuclear phosphoprotein 32 family member A-like
100761268	LOC100761268	histone H2B type 1-C/E/F/G/I
100761271	LOC100761271	amelogenin, X isoform
100761273	LOC100761273	olfactory receptor 1019
100761274	LOC100761274	mastermind-like domain-containing protein 1
100761275	LOC100761275	proteasome subunit beta type-6-like
100761277	LOC100761277	coiled-coil-helix-coiled-coil-helix domain-containing protein 2-like
100761279	LOC100761279	prolactin-2C5-like
100761280	LOC100761280	EARP and GARP complex-interacting protein 1-like
100761281	LOC100761281	DNA-directed RNA polymerases I and III subunit RPAC2-like
100761286	LOC100761286	L-lactate dehydrogenase A chain-like
100761288	LOC100761288	F-box only protein 44
100761290	LOC100761290	beta-adrenergic receptor kinase 2
100761291	LOC100761291	40S ribosomal protein S27-like
100761293	LOC100761293	40S ribosomal protein S6-like
100761296	LOC100761296	zinc finger protein 1 homolog
100761299	LOC100761299	ribosome biogenesis protein NSA2 homolog
100761300	LOC100761300	histamine N-methyltransferase
100761302	LOC100761302	pregnancy-specific glycoprotein 22-like
100761305	LOC100761305	selenoprotein K-like
100761311	LOC100761311	zinc finger protein 501
100761312	LOC100761312	poly(A) polymerase alpha-like
100761314	LOC100761314	olfactory receptor 52E2
100761318	LOC100761318	keratin-associated protein 26-1-like
100761320	LOC100761320	heterogeneous nuclear ribonucleoprotein A3-like
100761321	LOC100761321	E3 ubiquitin-protein ligase TRIM39
100761322	LOC100761322	hypothetical protein
100761323	LOC100761323	phospholipase A2
100761326	LOC100761326	interferon-inducible GTPase 1
100761328	LOC100761328	zinc finger protein 805-like
100761332	LOC100761332	olfactory receptor 8S1
100761338	LOC100761338	beta-defensin 43-like
100761339	LOC100761339	visual pigment-like receptor peropsin
100761344	LOC100761344	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase-like
100761345	LOC100761345	uncharacterized LOC100761345
100761347	LOC100761347	olfactory receptor 5B3
100761350	LOC100761350	keratin, type I cytoskeletal 24-like
100761366	LOC100761366	ubiquitin-conjugating enzyme E2 variant 1-like
100761367	LOC100761367	olfactory receptor-like protein OLF3
100761370	LOC100761370	grpE protein homolog 2, mitochondrial
100761372	LOC100761372	olfactory receptor 4C15
100761373	LOC100761373	rano class II histocompatibility antigen, A beta chain
100761375	LOC100761375	olfactory receptor 1030
100761376	LOC100761376	olfactory receptor 4F15-like
100761382	LOC100761382	huntingtin-interacting protein M
100761391	LOC100761391	olfactory receptor 8D4
100761394	LOC100761394	ubiquitin-40S ribosomal protein S27a-like
100761395	LOC100761395	BTB/POZ domain-containing protein 10-like
100761399	LOC100761399	pyrethroid hydrolase Ces2e-like
100761400	LOC100761400	olfactory receptor 4F15-like
100761401	LOC100761401	olfactory receptor 1440
100761408	LOC100761408	olfactory receptor 143
100761417	LOC100761417	olfactory receptor 12
100761422	LOC100761422	disks large homolog 5
100761431	LOC100761431	olfactory receptor 1361-like
100761433	LOC100761433	carbonic anhydrase 6-like
100761434	LOC100761434	sphingomyelin phosphodiesterase 3
100761437	LOC100761437	olfactory receptor 2Z1
100761442	LOC100761442	40S ribosomal protein SA-like
100761443	LOC100761443	E3 ubiquitin-protein ligase RNF168-like
100761462	LOC100761462	sodium leak channel non-selective protein
100761468	LOC100761468	olfactory receptor 4P4
100761478	LOC100761478	speckle-type POZ protein-like
100761479	LOC100761479	phosphoglycerate mutase 1-like
100761483	LOC100761483	methylcytosine dioxygenase TET2-like
100761487	LOC100761487	programmed cell death protein 5-like
100761488	LOC100761488	DNA-binding protein inhibitor ID-2-like
100761493	LOC100761493	60S ribosomal protein L21-like
100761497	LOC100761497	keratin-associated protein 16-1
100761499	LOC100761499	gamma-tubulin complex component 4-like
100761501	LOC100761501	olfactory receptor 52J3-like
100761502	LOC100761502	interferon-inducible GTPase 1-like
100761506	LOC100761506	olfactory receptor 142
100761507	LOC100761507	olfactory receptor 13G1
100761509	LOC100761509	deoxycytidine kinase-like
100761513	LOC100761513	olfactory receptor 52H1-like
100761514	LOC100761514	melanoma-associated antigen B18
100761517	LOC100761517	olfactory receptor 5L2
100761519	LOC100761519	killer cell lectin-like receptor subfamily B member 1A
100761527	LOC100761527	60S ribosomal protein L37-like
100761528	LOC100761528	olfactory receptor 5
100761532	LOC100761532	glycosyltransferase 6 domain-containing protein 1
100761534	LOC100761534	olfactory receptor 51H1
100761543	LOC100761543	actin-related protein 2-like
100761547	LOC100761547	GRB2-associated-binding protein 2-like
100761548	LOC100761548	proto-oncogene FRAT1-like
100761556	LOC100761556	histone deacetylase 1-like
100761562	LOC100761562	histone H3.1
100761566	LOC100761566	zinc finger protein OZF
100761570	LOC100761570	non-POU domain-containing octamer-binding protein-like
100761572	LOC100761572	uncharacterized LOC100761572
100761573	LOC100761573	60S ribosomal protein L6-like
100761577	LOC100761577	retinol dehydrogenase 16
100761579	LOC100761579	ras-related protein Rab-1A-like
100761581	LOC100761581	malate dehydrogenase, mitochondrial-like
100761586	LOC100761586	C-C chemokine receptor type 1
100761590	LOC100761590	small conductance calcium-activated potassium channel protein 2
100761597	LOC100761597	transmembrane protein 128-like
100761601	LOC100761601	ATP synthase-coupling factor 6, mitochondrial-like
100761606	LOC100761606	PRELI domain containing protein 3B-like
100761608	LOC100761608	proline-rich protein 23A3
100761609	LOC100761609	keratin-associated protein 13-1-like
100761610	LOC100761610	mitochondrial import receptor subunit TOM20 homolog
100761617	LOC100761617	ubiquitin carboxyl-terminal hydrolase 29
100761618	LOC100761618	60S ribosomal protein L31-like
100761621	LOC100761621	glyceraldehyde-3-phosphate dehydrogenase-like
100761626	LOC100761626	inhibitor of carbonic anhydrase
100761635	LOC100761635	protein crumbs homolog 3-like
100761640	LOC100761640	elongation factor 1-alpha 1-like
100761654	LOC100761654	ADP/ATP translocase 2-like
100761658	LOC100761658	olfactory receptor 13
100761665	LOC100761665	olfactory receptor 4C15-like
100761668	LOC100761668	olfactory receptor 5M8
100761670	LOC100761670	ferritin heavy chain-like
100761674	LOC100761674	U2 small nuclear ribonucleoprotein B''-like
100761686	LOC100761686	glyceraldehyde-3-phosphate dehydrogenase-like
100761688	LOC100761688	pyrethroid hydrolase Ces2a-like
100761689	LOC100761689	olfactory receptor 4F3/4F16/4F29
100761690	LOC100761690	olfactory receptor 5AN1
100761691	LOC100761691	transcription elongation factor A protein-like 8
100761695	LOC100761695	heterogeneous nuclear ribonucleoprotein A3-like
100761696	LOC100761696	olfactory receptor 147
100761699	LOC100761699	ADAMTS-like protein 2
100761705	LOC100761705	olfactory receptor 14A16-like
100761706	LOC100761706	retinal dehydrogenase 1
100761715	LOC100761715	zinc transporter 9-like
100761722	LOC100761722	chromatin target of PRMT1 protein-like
100761725	LOC100761725	cytochrome P450 4F3
100761726	LOC100761726	tubulin alpha-1C chain-like
100761731	LOC100761731	E3 ubiquitin-protein ligase RNF168-like
100761739	LOC100761739	39S ribosomal protein L24, mitochondrial-like
100761751	LOC100761751	integrin beta-like protein 1
100761755	LOC100761755	high mobility group protein B1-like
100761756	LOC100761756	olfactory receptor 4P4
100761758	LOC100761758	histone H2A type 1-F
100761768	LOC100761768	peroxiredoxin-1-like
100761773	LOC100761773	interferon alpha-12-like
100761775	LOC100761775	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial-like
100761784	LOC100761784	keratin, type I cuticular Ha1
100761786	LOC100761786	olfactory receptor 1496
100761787	LOC100761787	cilia- and flagella-associated protein 47
100761788	LOC100761788	olfactory receptor 52D1-like
100761789	LOC100761789	interferon-inducible GTPase 1-like
100761793	LOC100761793	olfactory receptor 4B1
100761794	LOC100761794	olfactory receptor 226
100761795	LOC100761795	dnaJ homolog subfamily C member 10-like
100761796	LOC100761796	opioid growth factor receptor-like
100761799	LOC100761799	olfactory receptor 52E1
100761800	LOC100761800	probable G-protein coupled receptor 160
100761801	LOC100761801	melanoma-associated antigen B4
100761804	LOC100761804	olfactory receptor 5D18
100761806	LOC100761806	alpha-1-macroglobulin-like
100761813	LOC100761813	histone H3.3A
100761814	LOC100761814	olfactory receptor 5
100761818	LOC100761818	trichosurin
100761821	LOC100761821	olfactory receptor 12
100761823	LOC100761823	eukaryotic translation initiation factor 3 subunit J-like
100761831	LOC100761831	pre-mRNA-splicing factor SPF27-like
100761837	LOC100761837	60S acidic ribosomal protein P1-like
100761846	LOC100761846	histone H1.4
100761847	LOC100761847	60S acidic ribosomal protein P1-like
100761848	LOC100761848	pre-mRNA-splicing factor SPF27-like
100761849	LOC100761849	protein FAM222B-like
100761853	LOC100761853	neurabin-2
100761856	LOC100761856	prolactin-2B1-like
100761857	LOC100761857	voltage-dependent anion-selective channel protein 3-like
100761862	LOC100761862	mitogen-activated protein kinase 6-like
100761864	LOC100761864	40S ribosomal protein SA-like
100761868	LOC100761868	C-C chemokine receptor 1-like protein 1
100761872	LOC100761872	coronin-1B-like
100761874	LOC100761874	olfactory receptor 7G3-like
100761875	LOC100761875	olfactory receptor 52E8
100761877	LOC100761877	myosin light polypeptide 6-like
100761883	LOC100761883	rho family-interacting cell polarization regulator 2-like
100761889	LOC100761889	tubulin beta-2A chain
100761892	LOC100761892	proline-rich protein 23A3
100761893	LOC100761893	keratin-associated protein 13-1
100761896	LOC100761896	tudor and KH domain-containing protein
100761901	LOC100761901	H-2 class I histocompatibility antigen, Q10 alpha chain
100761906	LOC100761906	olfactory receptor 8S1-like
100761911	LOC100761911	TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L
100761913	LOC100761913	olfactory receptor 1468
100761918	LOC100761918	olfactory receptor 958
100761919	LOC100761919	leukocyte immunoglobulin-like receptor subfamily A member 6
100761921	LOC100761921	olfactory receptor 5B3-like
100761924	LOC100761924	eukaryotic translation initiation factor 3 subunit K-like
100761927	LOC100761927	protein FAM118B-like
100761930	LOC100761930	DNA-directed RNA polymerases I, II, and III subunit RPABC5
100761939	LOC100761939	40S ribosomal protein S2-like
100761940	LOC100761940	probable ribosome biogenesis protein RLP24
100761941	LOC100761941	protein transport protein Sec61 subunit gamma
100761942	LOC100761942	olfactory receptor 2A12
100761945	LOC100761945	putative vomeronasal receptor-like protein 4
100761950	LOC100761950	olfactory receptor 4C15
100761951	LOC100761951	H-2 class II histocompatibility antigen, I-E beta chain-like
100761952	LOC100761952	lipase member M
100761953	LOC100761953	olfactory receptor 5M3
100761955	LOC100761955	myeloid cell surface antigen CD33
100761960	LOC100761960	ferritin heavy chain
100761963	LOC100761963	60S ribosomal protein L36a
100761975	LOC100761975	immunoglobulin lambda variable 4-69
100761976	LOC100761976	mothers against decapentaplegic homolog 1-like
100761978	LOC100761978	olfactory receptor 4K3
100761979	LOC100761979	olfactory receptor 5AN1-like
100761980	LOC100761980	uncharacterized LOC100761980
100761987	LOC100761987	olfactory receptor 147
100761997	LOC100761997	stabilizer of axonemal microtubules 1
100761998	LOC100761998	forkhead box protein P4-like
100761999	LOC100761999	S-formylglutathione hydrolase-like
100762002	LOC100762002	olfactory receptor 52M1
100762004	LOC100762004	tubulin beta chain
100762006	LOC100762006	tudor and KH domain-containing protein-like
100762011	LOC100762011	zinc finger protein 354B
100762017	LOC100762017	chromatin target of PRMT1 protein-like
100762019	LOC100762019	solute carrier family 22 member 4
100762023	LOC100762023	glyceraldehyde-3-phosphate dehydrogenase-like
100762027	LOC100762027	growth/differentiation factor 5
100762030	LOC100762030	GTP-binding nuclear protein Ran-like
100762033	LOC100762033	enhancer of rudimentary homolog
100762034	LOC100762034	mortality factor 4-like protein 2
100762039	LOC100762039	protein SET-like
100762041	LOC100762041	elongation factor 1-alpha 1-like
100762047	LOC100762047	olfactory receptor 5D18
100762049	LOC100762049	histone H2B type 1-C/E/F/G/I
100762057	LOC100762057	40S ribosomal protein S13
100762059	LOC100762059	retinol dehydrogenase 7
100762063	LOC100762063	tripartite motif-containing protein 6-like
100762064	LOC100762064	interferon alpha-12
100762066	LOC100762066	60S ribosomal protein L24-like
100762069	LOC100762069	Heterogeneous nuclear ribonucleoprotein D-like
100762070	LOC100762070	ribose-phosphate pyrophosphokinase 1
100762076	LOC100762076	GTPase ERas-like
100762078	LOC100762078	interferon-inducible GTPase 1
100762081	LOC100762081	ran-binding protein 17
100762083	LOC100762083	high mobility group protein HMG-I/HMG-Y
100762084	LOC100762084	olfactory receptor 226
100762090	LOC100762090	olfactory receptor 51T1
100762092	LOC100762092	melanoma-associated antigen B3
100762095	LOC100762095	olfactory receptor 10AG1-like
100762100	LOC100762100	partner of Y14 and mago-like
100762101	LOC100762101	actin-related protein 2-like
100762104	LOC100762104	olfactory receptor 5
100762106	LOC100762106	vomeronasal secretory protein 1
100762107	LOC100762107	kinesin-associated protein 3-like
100762108	LOC100762108	bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4
100762114	LOC100762114	PEST proteolytic signal-containing nuclear protein
100762115	LOC100762115	pancreatic triacylglycerol lipase
100762120	LOC100762120	cytochrome c oxidase subunit 7C, mitochondrial-like
100762131	LOC100762131	homeobox protein Hox-A4
100762135	LOC100762135	60S ribosomal protein L31-like
100762137	LOC100762137	chloride intracellular channel protein 1-like
100762145	LOC100762145	DAZ-associated protein 2
100762147	LOC100762147	17-beta-hydroxysteroid dehydrogenase type 6
100762148	LOC100762148	60S ribosomal protein L27-like
100762150	LOC100762150	pleiotropic regulator 1-like
100762156	LOC100762156	polyadenylate-binding protein 4-like
100762158	LOC100762158	vacuolar protein sorting-associated protein 72 homolog
100762161	LOC100762161	olfactory receptor 7G2
100762163	LOC100762163	olfactory receptor 52K1
100762164	LOC100762164	40S ribosomal protein S25-like
100762165	LOC100762165	rho-related GTP-binding protein RhoV-like
100762167	LOC100762167	paraneoplastic antigen-like protein 8A
100762168	LOC100762168	heat shock protein HSP 90-beta-like
100762173	LOC100762173	zinc finger protein 420
100762176	LOC100762176	serpin B6-like
100762179	LOC100762179	60S ribosomal protein L6-like
100762180	LOC100762180	keratin-associated protein 13-1
100762181	LOC100762181	interferon-induced very large GTPase 1
100762182	LOC100762182	H-2 class I histocompatibility antigen, Q10 alpha chain
100762183	LOC100762183	zinc finger MYND domain-containing protein 19-like
100762185	LOC100762185	citrate synthase, mitochondrial-like
100762188	LOC100762188	60 kDa heat shock protein, mitochondrial-like
100762190	LOC100762190	protein AMN1 homolog
100762191	LOC100762191	heterogeneous nuclear ribonucleoprotein A3-like
100762193	LOC100762193	forkhead box protein N1
100762197	LOC100762197	la-related protein 4-like
100762200	LOC100762200	short transmembrane mitochondrial protein 1-like
100762201	LOC100762201	olfactory receptor 1496
100762215	LOC100762215	60S ribosomal protein L7-like
100762223	LOC100762223	nucleosome assembly protein 1-like 1
100762230	LOC100762230	28S ribosomal protein S21, mitochondrial-like
100762231	LOC100762231	olfactory receptor 13
100762234	LOC100762234	putative vomeronasal receptor-like protein 4
100762238	LOC100762238	olfactory receptor 4C15-like
100762240	LOC100762240	H-2 class II histocompatibility antigen, E-D beta chain-like
100762242	LOC100762242	olfactory receptor 5M3
100762254	LOC100762254	rab5 GDP/GTP exchange factor-like
100762257	LOC100762257	tubulin polyglutamylase complex subunit 2-like
100762263	LOC100762263	immunoglobulin lambda variable 4-69
100762265	LOC100762265	olfactory receptor 4K13
100762266	LOC100762266	olfactory receptor 5AN1-like
100762267	LOC100762267	olfactory receptor 52E2-like
100762271	LOC100762271	ras GTPase-activating protein-binding protein 1-like
100762272	LOC100762272	olfactory receptor 7E24
100762275	LOC100762275	olfactory receptor 8B3
100762276	LOC100762276	guanylate-binding protein 1-like
100762283	LOC100762283	proprotein convertase subtilisin/kexin type 5
100762287	LOC100762287	polypyrimidine tract-binding protein 1
100762289	LOC100762289	RNA-binding protein with serine-rich domain 1-like
100762292	LOC100762292	olfactory receptor 52I2
100762295	LOC100762295	60S ribosomal protein L31-like
100762296	LOC100762296	39S ribosomal protein L1, mitochondrial
100762298	LOC100762298	high mobility group protein B1-like
100762305	LOC100762305	KH homology domain-containing protein 1-like
100762307	LOC100762307	receptor-type tyrosine-protein phosphatase V
100762327	LOC100762327	mitochondrial import inner membrane translocase subunit Tim8 A-like
100762342	LOC100762342	olfactory receptor 5D18-like
100762344	LOC100762344	olfactory receptor 2B2
100762352	LOC100762352	putative ankyrin repeat domain-containing protein 19
100762355	LOC100762355	phospholipid scramblase 2-like
100762361	LOC100762361	bystin-like
100762362	LOC100762362	interferon alpha-12-like
100762365	LOC100762365	glyceraldehyde-3-phosphate dehydrogenase-like
100762369	LOC100762369	blood group Rh(D) polypeptide
100762370	LOC100762370	desmoglein-1-alpha
100762373	LOC100762373	claudin-34-like
100762375	LOC100762375	olfactory receptor 1468
100762377	LOC100762377	interferon-inducible GTPase 1
100762380	LOC100762380	UDP-glucuronosyltransferase 2B17
100762381	LOC100762381	olfactory receptor 4X2
100762382	LOC100762382	olfactory receptor 13A1
100762388	LOC100762388	olfactory receptor 51A7
100762389	LOC100762389	tripartite motif-containing protein 30A
100762390	LOC100762390	phosphopantothenate--cysteine ligase-like
100762393	LOC100762393	cilia- and flagella-associated protein 58
100762403	LOC100762403	olfactory receptor 5
100762404	LOC100762404	uncharacterized protein C3orf38 homolog
100762406	LOC100762406	ATP synthase F1 subunit epsilon
100762412	LOC100762412	zinc finger MYND domain-containing protein 19-like
100762419	LOC100762419	eukaryotic translation initiation factor 5-like
100762421	LOC100762421	acidic leucine-rich nuclear phosphoprotein 32 family member E-like
100762425	LOC100762425	phenazine biosynthesis-like domain-containing protein 2
