Reaction,Min,Max
FAOXC102C101x,-1000.0,800.0
FAOXC102C103m,0.0,1000.0
FAOXC102C103x,0.0,625.0
FAOXC102C81m,0.0,1000.0
FAOXC102C81x,0.0,625.0
FAOXC102_4Z_7Zm,0.0,1000.0
FAOXC102_4Z_7Zx,0.0,625.0
FAOXC102m,0.0,1000.0
FAOXC102x,0.0,1000.0
FAOXC103C102m,0.0,1000.0
FAOXC103C102x,0.0,625.0
FAOXC10C10OHm,0.0,1000.0
FAOXC10DCC8DCx,0.0,1000.0
FAOXC11,0.0,1000.0
FAOXC11090m,0.0,1000.0
FAOXC11BRC9BRx,0.0,625.0
FAOXC11C9m,0.0,1000.0
FAOXC120100m,0.0,1000.0
FAOXC120100x,0.0,833.3333333333334
FAOXC121C101m,0.0,1000.0
FAOXC121C10x,0.0,833.3333333333334
FAOXC121_3Em,0.0,1000.0
FAOXC121_3Zm,0.0,1000.0
FAOXC121_5Em,0.0,1000.0
FAOXC121x,0.0,1000.0
FAOXC122C101m,0.0,1000.0
FAOXC122_3E_6Em,0.0,1000.0
FAOXC122_3Z_6Zm,0.0,1000.0
FAOXC122_3Z_6Zx,0.0,800.0
FAOXC122m,0.0,1000.0
FAOXC122x,0.0,800.0
FAOXC123C102m,0.0,1000.0
FAOXC123C102x,0.0,625.0
FAOXC123_3Z_6Z_9Zm,0.0,1000.0
FAOXC123_3Z_6Z_9Zx,0.0,625.0
FAOXC123m,0.0,1000.0
FAOXC123x,0.0,1000.0
FAOXC12C12OHm,0.0,1000.0
FAOXC12DCC10DCx,0.0,0.0
FAOXC12DCTc,0.0,0.0
FAOXC12DCc,0.0,0.0
FAOXC12DCx,0.0,0.0
FAOXC130110m,0.0,1000.0
FAOXC13BRC11BRx,0.0,625.0
FAOXC13C11m,0.0,1000.0
FAOXC140,0.0,1000.0
FAOXC140120m,0.0,1000.0
FAOXC140120x,0.0,833.3333333333334
FAOXC141C121m,0.0,1000.0
FAOXC141C121x,0.0,625.0
FAOXC141C141OHm,0.0,1000.0
FAOXC141_5Em,0.0,1000.0
FAOXC141_5Zm,0.0,1000.0
FAOXC141_7Em,0.0,1000.0
FAOXC142C142OHm,0.0,1000.0
FAOXC142_5E_8Em,0.0,1000.0
FAOXC142_5Z_8Zm,0.0,1000.0
FAOXC142_5Z_8Zx,0.0,800.0
FAOXC143_5Z_8Z_11Zm,0.0,1000.0
FAOXC143_5Z_8Z_11Zx,0.0,625.0
FAOXC14C14OHm,0.0,1000.0
FAOXC14DCC12DCx,0.0,0.0
FAOXC150130m,0.0,1000.0
FAOXC150m,0.0,1000.0
FAOXC15ATPx,0.0,1000.0
FAOXC15BRC13BRx,0.0,625.0
FAOXC15C13m,0.0,1000.0
FAOXC160,0.0,1000.0
FAOXC160140m,0.0,1000.0
FAOXC160140x,0.0,625.0
FAOXC16080m,0.0,1000.0
FAOXC16080x,0.0,625.0
FAOXC1611402m,0.0,1000.0
FAOXC161140m,0.0,1000.0
FAOXC161802m,0.0,1000.0
FAOXC16180m,0.0,1000.0
FAOXC161C141m,0.0,1000.0
FAOXC161C141x,0.0,625.0
FAOXC161C161OHm,0.0,1000.0
FAOXC161_7Em,0.0,1000.0
FAOXC161_7Zm,0.0,1000.0
FAOXC161_9Em,0.0,1000.0
FAOXC162C142m,0.0,1000.0
FAOXC162C162OHm,0.0,1000.0
FAOXC162_7E_10Em,0.0,1000.0
FAOXC162_7Z_10Zm,0.0,1000.0
FAOXC163C142x,0.0,800.0
FAOXC163C164Gm,0.0,1000.0
FAOXC163C164x,0.0,800.0
FAOXC163GC142m,0.0,1000.0
FAOXC163Gm,0.0,1000.0
FAOXC163_4Z_7Z_10Zm,0.0,1000.0
FAOXC163_4Z_7Z_10Zx,0.0,800.0
FAOXC163_7Z_10Z_13Zm,0.0,1000.0
FAOXC163x,0.0,800.0
FAOXC164C143m,0.0,1000.0
FAOXC164C143x,0.0,625.0
FAOXC164C163x,0.0,800.0
FAOXC164C165m,0.0,1000.0
FAOXC164C165x,0.0,625.0
FAOXC164GC163m,0.0,1000.0
FAOXC164_4Z_7Z_10Z_13Zm,0.0,1000.0
FAOXC164_4Z_7Z_10Z_13Zx,0.0,625.0
FAOXC164m,0.0,1000.0
FAOXC164x,0.0,1000.0
FAOXC165C164m,0.0,1000.0
FAOXC165C164x,0.0,625.0
FAOXC16Brx,0.0,1000.0
FAOXC16C16OHm,0.0,1000.0
FAOXC16DCC14DCx,0.0,0.0
FAOXC16DCr,0.0,0.0
FAOXC16OHC16r,0.0,0.0
FAOXC170150m,0.0,1000.0
FAOXC170m,0.0,1000.0
FAOXC180,0.0,1000.0
FAOXC180x,0.0,1000.0
FAOXC1811601m,0.0,1000.0
FAOXC1811602m,0.0,1000.0
FAOXC1811603m,0.0,1000.0
FAOXC181C161m,0.0,1000.0
FAOXC181C161x,0.0,625.0
FAOXC181C181OHm,0.0,0.0
FAOXC181_11Em,0.0,1000.0
FAOXC181_9Em,0.0,1000.0
FAOXC181_9Zm,0.0,1000.0
FAOXC182806m,0.0,1000.0
FAOXC18280m,0.0,1000.0
FAOXC182C162m,0.0,1000.0
FAOXC182C182OHm,0.0,0.0
FAOXC182_9E_12Em,0.0,1000.0
FAOXC182_9Z_12Zm,0.0,1000.0
FAOXC183803m,0.0,1000.0
FAOXC183806m,0.0,1000.0
FAOXC183806x,0.0,800.0
FAOXC183C163Gm,0.0,1000.0
FAOXC183_6Z_9Z_12Zm,0.0,1000.0
FAOXC183_6Z_9Z_12Zx,0.0,800.0
FAOXC183_9Z_12Z_15Zm,0.0,1000.0
FAOXC18480m,0.0,1000.0
FAOXC18480x,0.0,800.0
FAOXC184C163m,0.0,1000.0
FAOXC184C163x,0.0,800.0
FAOXC184_3Z_6Z_9Z_12Zm,0.0,1000.0
FAOXC184_3Z_6Z_9Z_12Zx,0.0,800.0
FAOXC184_6Z_9Z_12Z_15Zm,0.0,1000.0
FAOXC184_6Z_9Z_12Z_15Zx,0.0,625.0
FAOXC184m,0.0,1000.0
FAOXC184x,0.0,1000.0
FAOXC185C164m,0.0,1000.0
FAOXC185_3Z_6Z_9Z_12Z_15Zm,0.0,1000.0
FAOXC185_3Z_6Z_9Z_12Z_15Zx,0.0,625.0
FAOXC185m,0.0,1000.0
FAOXC18C18OHm,0.0,1000.0
FAOXC200180m,0.0,1000.0
FAOXC200180x,0.0,1000.0
FAOXC201181x,0.0,833.3333333333334
FAOXC201C181x,0.0,1000.0
FAOXC2031836m,0.0,1000.0
FAOXC204,0.0,1000.0
FAOXC204184m,0.0,1000.0
FAOXC204C184m,0.0,1000.0
FAOXC204C205x,0.0,571.4285714285714
FAOXC204_5Z_8Z_11Z_14Zm,0.0,1000.0
FAOXC204_5Z_8Z_11Z_14Zx,0.0,666.6666666666667
FAOXC2051843m,0.0,1000.0
FAOXC2051843x,0.0,1000.0
FAOXC205C184x,0.0,571.4285714285714
FAOXC205C185m,0.0,1000.0
FAOXC205_5Z_8Z_11Z_14Z_17Zm,0.0,1000.0
FAOXC205_5Z_8Z_11Z_14Z_17Zx,0.0,666.6666666666666
FAOXC220200x,0.0,1000.0
FAOXC221201x,0.0,833.3333333333334
FAOXC221C201x,0.0,1000.0
FAOXC2242046m,0.0,1000.0
FAOXC2242046x,0.0,1000.0
FAOXC2251836m,0.0,1000.0
FAOXC2251836x,0.0,1000.0
FAOXC2252053m,0.0,1000.0
FAOXC2252053x,0.0,1000.0
FAOXC225C204m,0.0,1000.0
FAOXC225C204x,0.0,571.4285714285714
FAOXC225C226m,0.0,1000.0
FAOXC225C226x,0.0,571.4285714285714
FAOXC225_4Z_7Z_10Z_13Z_16Zm,0.0,1000.0
FAOXC225_4Z_7Z_10Z_13Z_16Zx,0.0,1000.0
FAOXC225m,0.0,1000.0
FAOXC225x,0.0,571.4285714285714
FAOXC226,0.0,1000.0
FAOXC226205m,0.0,1000.0
FAOXC226205x,0.0,1000.0
FAOXC226C205m,0.0,1000.0
FAOXC226C225m,0.0,1000.0
FAOXC226C225x,0.0,571.4285714285714
FAOXC226C227m,0.0,1000.0
FAOXC226m,0.0,1000.0
FAOXC227C226m,0.0,1000.0
FAOXC22C20x,0.0,1000.0
FAOXC22C22DCHYr,0.0,0.0
FAOXC22OHC22r,0.0,0.0
FAOXC240200x,0.0,1000.0
FAOXC240220x,0.0,1000.0
FAOXC241181x,0.0,833.3333333333334
FAOXC241221x,0.0,833.3333333333334
FAOXC241C221x,0.0,833.3333333333334
FAOXC2442246x,0.0,1000.0
FAOXC2452253x,0.0,1000.0
FAOXC2452256x,0.0,1000.0
FAOXC246226x,0.0,1000.0
FAOXC24C22x,0.0,1000.0
FAOXC260240x,0.0,1000.0
FAOXC4020m,0.0,1000.0
FAOXC4C4DCc,-833.3333333333334,1000.0
FAOXC5030m,0.0,1000.0
FAOXC5C3x,0.0,1000.0
FAOXC5C5DCc,0.0,0.0
FAOXC5OHc,0.0,0.0
FAOXC6040m,0.0,1000.0
FAOXC61C4m,0.0,1000.0
FAOXC61C4x,0.0,1000.0
FAOXC61_3Zm,0.0,1000.0
FAOXC61m,0.0,1000.0
FAOXC61x,0.0,1000.0
FAOXC6C4m,0.0,1000.0
FAOXC6C4x,0.0,1000.0
FAOXC6DCC4DCx,0.0,833.3333333333334
FAOXC7050m,0.0,1000.0
FAOXC7C5m,0.0,1000.0
FAOXC80,0.0,1000.0
FAOXC8060m,0.0,1000.0
FAOXC81C61x,0.0,500.0
FAOXC81_5Zm,0.0,1000.0
FAOXC8C6m,0.0,1000.0
FAOXC8C6x,0.0,1000.0
FAOXC8DCC6DCx,0.0,1000.0
FAOXC9070m,0.0,1000.0
FAOXC9C7m,0.0,1000.0
FAOXCPRIST1x,0.0,625.0
FAOXCPRIST2x,0.0,625.0
FAOXCPRIST3x,0.0,625.0
FAOXOHC16C16DCc,0.0,0.0
FAOXOHC22C22DCc,0.0,0.0
FAOXTC101TC102m,0.0,1000.0
FAOXTC102C101m,0.0,1000.0
FAOXTC122TC101m,0.0,1000.0
FAOXTC122m,0.0,1000.0
FAS100ACP,0.0,500.0
FAS100COA,0.0,1000.0
FAS120ACP,0.0,400.0
FAS120COA,0.0,1000.0
FAS140ACP,0.0,333.3333333333333
FAS140COA,0.0,1000.0
FAS160ACP,0.0,285.7142857142857
FAS160COA,0.0,1000.0
FAS180ACP,0.0,250.0
FAS180COA,0.0,1000.0
FAS80ACP_L,0.0,666.6666666666666
FAS80ACPxym_L,0.0,0.0
FAS80COA_L,0.0,666.6666666666666
FCOAH,0.0,625.0
FDH,0.0,1000.0
FOAXC122C101x,0.0,800.0
GLUTCOAACBP,0.0,0.0
GapFill-R03778,-1000.0,1000.0
GapFill-R04743,-1000.0,1000.0
GapFill-R05190,0.0,0.0
GapFill-R07758,-1000.0,1000.0
GapFill-R07933,-1000.0,1000.0
GapFill-R10104,0.0,0.0
HACD180,0.0,1000.0
HACD200,0.0,1000.0
HACD203,0.0,0.0
HACD2031,0.0,1000.0
HACD2042,0.0,1000.0
HACD205,0.0,1000.0
HACD220,0.0,1000.0
HACD223,0.0,0.0
HACD224,-1000.0,1000.0
HACD240,0.0,1000.0
HACD241,0.0,1000.0
HACD245,0.0,1000.0
HACD260,0.0,1000.0
HDECEACBP,0.0,0.0
HEXCCPT1,-1000.0,1000.0
HEXCCPT2,0.0,1000.0
HEXCCRNt,0.0,1000.0
HEXCOAACBP,0.0,1000.0
HEXDICOAACBP,0.0,0.0
HEXDICOAACBPx,0.0,0.0
HEXDTRm,0.0,0.0
HIVCACBP,0.0,0.0
HMR_0156,-1000.0,1000.0
HMR_0165,0.0,0.0
HMR_0168,0.0,0.0
HMR_0171,0.0,0.0
HMR_0177,0.0,0.0
HMR_0184,0.0,0.0
HMR_0189,0.0,1000.0
HMR_0192,0.0,1000.0
HMR_0193,0.0,1000.0
HMR_0197,0.0,1000.0
HMR_0200,0.0,1000.0
HMR_0201,0.0,1000.0
HMR_0204,0.0,1000.0
HMR_0206,0.0,1000.0
HMR_0209,0.0,1000.0
HMR_0210,0.0,1000.0
HMR_0214,0.0,1000.0
HMR_0230,0.0,1000.0
HMR_0233,0.0,1000.0
HMR_0234,0.0,1000.0
HMR_0238,0.0,1000.0
HMR_0241,0.0,1000.0
HMR_0242,0.0,1000.0
HMR_0245,0.0,1000.0
HMR_0246,0.0,1000.0
HMR_0255,0.0,1000.0
HMR_0256,0.0,1000.0
HMR_0267,-1000.0,1000.0
HMR_0268,0.0,1000.0
HMR_0271,0.0,1000.0
HMR_0272,0.0,1000.0
HMR_0276,0.0,1000.0
HMR_0279,0.0,1000.0
HMR_0280,0.0,1000.0
HMR_0289,0.0,1000.0
HMR_0290,0.0,1000.0
HMR_0293,-1000.0,1000.0
HMR_0297,0.0,1000.0
HMR_0298,0.0,1000.0
HMR_0301,0.0,1000.0
HMR_0302,0.0,1000.0
HMR_0305,0.0,1000.0
HMR_0306,0.0,1000.0
HMR_0309,0.0,1000.0
HMR_0310,0.0,1000.0
HMR_0319,0.0,1000.0
HMR_0323,0.0,1000.0
HMR_0324,0.0,1000.0
HMR_0327,0.0,1000.0
HMR_0328,0.0,1000.0
HMR_0342,0.0,1000.0
HMR_0345,0.0,1000.0
HMR_0346,0.0,1000.0
HMR_0350,0.0,1000.0
HMR_0354,0.0,1000.0
HMR_0358,0.0,1000.0
HMR_0362,0.0,1000.0
HMR_0366,0.0,1000.0
HMR_0370,0.0,1000.0
HMR_0374,0.0,1000.0
HMR_0378,0.0,1000.0
HMR_0381,0.0,1000.0
HMR_0382,0.0,1000.0
HMR_0385,0.0,1000.0
HMR_0386,0.0,1000.0
HMR_0389,0.0,1000.0
HMR_0390,0.0,1000.0
HMR_0393,0.0,1000.0
HMR_0394,0.0,1000.0
HMR_0398,0.0,1000.0
HMR_0402,0.0,1000.0
HMR_0406,0.0,1000.0
HMR_0410,0.0,1000.0
HMR_0414,0.0,1000.0
HMR_0418,0.0,1000.0
HMR_0422,0.0,1000.0
HMR_0426,0.0,1000.0
HMR_0429,0.0,1000.0
HMR_0430,0.0,1000.0
HMR_0433,0.0,1000.0
HMR_0434,0.0,1000.0
HMR_0437,0.0,1000.0
HMR_0438,0.0,1000.0
HMR_0931,0.0,0.0
HMR_0932,0.0,0.0
HMR_0933,0.0,0.0
HMR_0935,0.0,0.0
HMR_0936,0.0,0.0
HMR_0937,0.0,0.0
HMR_0938,0.0,0.0
HMR_0939,0.0,0.0
HMR_0940,0.0,0.0
HMR_0942,0.0,0.0
HMR_0945,0.0,0.0
HMR_0946,0.0,0.0
HMR_0949,0.0,0.0
HMR_0950,0.0,0.0
HMR_0953,0.0,0.0
HMR_0954,0.0,0.0
HMR_0957,0.0,0.0
HMR_0960,-1000.0,1000.0
HMR_0963,0.0,0.0
HMR_0980,-1000.0,1000.0
HMR_0985,0.0,0.0
HMR_0986,0.0,0.0
HMR_0987,0.0,0.0
HMR_0988,0.0,0.0
HMR_0991,0.0,0.0
HMR_0992,0.0,0.0
HMR_0993,0.0,0.0
HMR_0994,0.0,0.0
HMR_0995,0.0,0.0
HMR_0996,0.0,0.0
HMR_0997,0.0,0.0
HMR_0998,0.0,0.0
HMR_0999,0.0,0.0
HMR_1018,0.0,0.0
HMR_1026,0.0,0.0
HMR_1030,0.0,1000.0
HMR_1033,0.0,1000.0
HMR_1034,0.0,1000.0
HMR_1037,0.0,1000.0
HMR_1039,0.0,0.0
HMR_1048,0.0,1000.0
HMR_1049,0.0,1000.0
HMR_1062,0.0,0.0
HMR_1063,0.0,0.0
HMR_1064,0.0,0.0
HMR_1065,0.0,0.0
HMR_1066,0.0,0.0
HMR_1067,0.0,0.0
HMR_1068,0.0,0.0
HMR_1069,0.0,0.0
HMR_1070,0.0,0.0
HMR_1073,0.0,0.0
HMR_1074,0.0,0.0
HMR_1077,0.0,1000.0
HMR_1079,0.0,0.0
HMR_2190,0.0,1000.0
HMR_2193,0.0,1000.0
HMR_2210,0.0,1000.0
HMR_2211,0.0,1000.0
HMR_2215,0.0,1000.0
HMR_2217,0.0,1000.0
HMR_2218,0.0,1000.0
HMR_2219,0.0,1000.0
HMR_2227,0.0,200.0
HMR_2228,0.0,200.0
HMR_2229,0.0,200.0
HMR_2230,0.0,200.0
HMR_2231,0.0,200.0
HMR_2232,0.0,200.0
HMR_2233,0.0,200.0
HMR_2234,0.0,200.0
HMR_2235,0.0,200.0
HMR_2236,0.0,200.0
HMR_2237,0.0,200.0
HMR_2238,0.0,200.0
HMR_2239,0.0,200.0
HMR_2240,0.0,200.0
HMR_2241,0.0,200.0
HMR_2242,0.0,200.0
HMR_2243,0.0,200.0
HMR_2244,0.0,200.0
HMR_2245,0.0,200.0
HMR_2246,0.0,200.0
HMR_2247,0.0,200.0
HMR_2248,0.0,200.0
HMR_2249,0.0,166.66666666666666
HMR_2250,0.0,166.66666666666666
HMR_2251,0.0,166.66666666666666
HMR_2252,0.0,166.66666666666666
HMR_2253,0.0,166.66666666666663
HMR_2254,0.0,142.85714285714286
HMR_2255,0.0,142.85714285714286
HMR_2256,0.0,142.85714285714286
HMR_2257,0.0,142.85714285714286
HMR_2258,0.0,142.85714285714286
HMR_2259,0.0,1000.0
HMR_2260,0.0,1000.0
HMR_2261,0.0,1000.0
HMR_2262,0.0,1000.0
HMR_2263,0.0,1000.0
HMR_2264,0.0,1000.0
HMR_2265,0.0,1000.0
HMR_2266,0.0,1000.0
HMR_2267,0.0,0.0
HMR_2268,0.0,0.0
HMR_2269,0.0,0.0
HMR_2270,0.0,0.0
HMR_2281,0.0,1000.0
HMR_2282,0.0,1000.0
HMR_2284,0.0,1000.0
HMR_2286,-1000.0,1000.0
HMR_2287,0.0,1000.0
HMR_2288,0.0,0.0
HMR_2289,0.0,0.0
HMR_2292,0.0,1000.0
HMR_2293,0.0,1000.0
HMR_2294,0.0,1000.0
HMR_2295,0.0,1000.0
HMR_2296,0.0,1000.0
HMR_2332,0.0,1000.0
HMR_2334,0.0,1000.0
HMR_2336,0.0,1000.0
HMR_2338,0.0,1000.0
HMR_2342,0.0,1000.0
HMR_2343,0.0,1000.0
HMR_2344,0.0,1000.0
HMR_2345,0.0,1000.0
HMR_2347,0.0,1000.0
HMR_2348,0.0,1000.0
HMR_2349,0.0,1000.0
HMR_2350,0.0,1000.0
HMR_2353,0.0,1000.0
HMR_2354,0.0,1000.0
HMR_2355,0.0,1000.0
HMR_2356,0.0,1000.0
HMR_2359,0.0,1000.0
HMR_2361,0.0,1000.0
HMR_2362,0.0,1000.0
HMR_2363,0.0,1000.0
HMR_2364,0.0,1000.0
HMR_2365,0.0,1000.0
HMR_2368,0.0,1000.0
HMR_2380,0.0,1000.0
HMR_2395,0.0,1000.0
HMR_2433,0.0,1000.0
HMR_2434,0.0,1000.0
HMR_2435,0.0,1000.0
HMR_2436,0.0,1000.0
HMR_2472,0.0,1000.0
HMR_2484,0.0,1000.0
HMR_2530,0.0,1000.0
HMR_2533,0.0,1000.0
HMR_2535,0.0,1000.0
HMR_2537,0.0,1000.0
HMR_2540,0.0,1000.0
HMR_2541,0.0,1000.0
HMR_2542,0.0,1000.0
HMR_2543,0.0,1000.0
HMR_2561,0.0,0.0
HMR_2578,0.0,0.0
HMR_2581,0.0,1000.0
HMR_2582,0.0,0.0
HMR_2602,-1000.0,1000.0
HMR_2605,-200.0,0.0
HMR_2608,-1000.0,1000.0
HMR_2611,0.0,1000.0
HMR_2614,0.0,1000.0
HMR_2620,0.0,1000.0
HMR_2633,0.0,1000.0
HMR_2648,0.0,0.0
HMR_2651,0.0,0.0
HMR_2657,0.0,1000.0
HMR_2660,-1000.0,1000.0
HMR_2666,-1000.0,1000.0
HMR_2669,0.0,1000.0
HMR_2675,-1000.0,1000.0
HMR_2681,0.0,1000.0
HMR_2684,-1000.0,1000.0
HMR_2687,0.0,1000.0
HMR_2690,0.0,1000.0
HMR_2693,0.0,1000.0
HMR_2699,-1000.0,0.0
HMR_2702,-1000.0,1000.0
HMR_2705,-1000.0,1000.0
HMR_2708,0.0,1000.0
HMR_2711,-1000.0,1000.0
HMR_2733,0.0,1000.0
HMR_2736,0.0,1000.0
HMR_2739,-1000.0,1000.0
HMR_2768,-1000.0,1000.0
HMR_2771,0.0,1000.0
HMR_2774,0.0,1000.0
HMR_2877,0.0,1000.0
HMR_2942,0.0,1000.0
HMR_2943,0.0,1000.0
HMR_2944,0.0,1000.0
HMR_2945,0.0,1000.0
HMR_2946,0.0,1000.0
HMR_2947,0.0,1000.0
HMR_2948,0.0,1000.0
HMR_2951,0.0,1000.0
HMR_2954,0.0,1000.0
HMR_2955,0.0,1000.0
HMR_2956,0.0,1000.0
HMR_2957,0.0,1000.0
HMR_2961,0.0,1000.0
HMR_2962,0.0,1000.0
HMR_2963,0.0,1000.0
HMR_2964,0.0,1000.0
HMR_2965,0.0,1000.0
HMR_2966,0.0,1000.0
HMR_2967,0.0,1000.0
HMR_2968,0.0,1000.0
HMR_2969,0.0,1000.0
HMR_2970,0.0,1000.0
HMR_2971,0.0,1000.0
HMR_2972,0.0,1000.0
HMR_2973,0.0,1000.0
HMR_2974,0.0,1000.0
HMR_2975,0.0,1000.0
HMR_2976,0.0,1000.0
HMR_2977,0.0,1000.0
HMR_2978,0.0,1000.0
HMR_2979,0.0,1000.0
HMR_2980,0.0,1000.0
HMR_2982,-1000.0,1000.0
HMR_2983,0.0,1000.0
HMR_2985,0.0,1000.0
HMR_2986,0.0,1000.0
HMR_2988,0.0,1000.0
HMR_2989,0.0,1000.0
HMR_2990,0.0,1000.0
HMR_2994,-1000.0,1000.0
HMR_2998,0.0,1000.0
HMR_2999,0.0,1000.0
HMR_3001,0.0,1000.0
HMR_3002,0.0,1000.0
HMR_3003,0.0,1000.0
HMR_3057,0.0,1000.0
HMR_3058,0.0,1000.0
HMR_3059,0.0,1000.0
HMR_3062,0.0,1000.0
HMR_3063,0.0,1000.0
HMR_3064,0.0,1000.0
HMR_3065,0.0,1000.0
HMR_3066,0.0,1000.0
HMR_3067,0.0,1000.0
HMR_3068,0.0,1000.0
HMR_3069,0.0,1000.0
HMR_3070,0.0,1000.0
HMR_3071,0.0,1000.0
HMR_3072,0.0,1000.0
HMR_3073,0.0,1000.0
HMR_3074,0.0,1000.0
HMR_3075,0.0,1000.0
HMR_3076,0.0,1000.0
HMR_3094,0.0,1000.0
HMR_3095,0.0,1000.0
HMR_3096,0.0,1000.0
HMR_3097,0.0,1000.0
HMR_3098,0.0,1000.0
HMR_3099,0.0,1000.0
HMR_3100,0.0,1000.0
HMR_3101,0.0,1000.0
HMR_3102,0.0,1000.0
HMR_3107,0.0,1000.0
HMR_3108,0.0,1000.0
HMR_3109,0.0,1000.0
HMR_3110,0.0,1000.0
HMR_3111,0.0,1000.0
HMR_3112,0.0,1000.0
HMR_3113,0.0,1000.0
HMR_3114,0.0,1000.0
HMR_3115,0.0,1000.0
HMR_3116,-1000.0,1000.0
HMR_3117,0.0,1000.0
HMR_3118,0.0,1000.0
HMR_3121,0.0,1000.0
HMR_3128,0.0,1000.0
HMR_3135,0.0,1000.0
HMR_3142,0.0,1000.0
HMR_3149,0.0,1000.0
HMR_3156,0.0,1000.0
HMR_3170,0.0,1000.0
HMR_3171,0.0,1000.0
HMR_3172,0.0,1000.0
HMR_3173,0.0,1000.0
HMR_3174,0.0,1000.0
HMR_3175,0.0,1000.0
HMR_3176,0.0,1000.0
HMR_3177,0.0,1000.0
HMR_3178,0.0,1000.0
HMR_3179,0.0,1000.0
HMR_3180,0.0,1000.0
HMR_3181,0.0,1000.0
HMR_3182,0.0,1000.0
HMR_3183,0.0,1000.0
HMR_3184,0.0,1000.0
HMR_3185,0.0,1000.0
HMR_3186,0.0,1000.0
HMR_3187,0.0,1000.0
HMR_3188,0.0,1000.0
HMR_3189,0.0,1000.0
HMR_3190,0.0,1000.0
HMR_3191,0.0,1000.0
HMR_3192,0.0,1000.0
HMR_3193,0.0,1000.0
HMR_3194,0.0,1000.0
HMR_3195,0.0,1000.0
HMR_3196,0.0,1000.0
HMR_3197,0.0,1000.0
HMR_3198,0.0,1000.0
HMR_3199,0.0,1000.0
HMR_3200,0.0,1000.0
HMR_3201,0.0,1000.0
HMR_3202,0.0,1000.0
HMR_3203,0.0,1000.0
HMR_3204,0.0,1000.0
HMR_3205,0.0,1000.0
HMR_3218,0.0,1000.0
HMR_3219,0.0,1000.0
HMR_3220,0.0,1000.0
HMR_3221,0.0,1000.0
HMR_3222,0.0,1000.0
HMR_3223,0.0,1000.0
HMR_3224,0.0,1000.0
HMR_3225,0.0,1000.0
HMR_3229,0.0,1000.0
HMR_3230,0.0,1000.0
HMR_3231,0.0,1000.0
HMR_3232,0.0,1000.0
HMR_3233,0.0,1000.0
HMR_3234,0.0,1000.0
HMR_3235,0.0,1000.0
HMR_3236,0.0,1000.0
HMR_3237,0.0,1000.0
HMR_3240,0.0,1000.0
HMR_3241,0.0,1000.0
HMR_3242,0.0,1000.0
HMR_3243,0.0,1000.0
HMR_3244,0.0,1000.0
HMR_3245,0.0,1000.0
HMR_3246,0.0,1000.0
HMR_3247,0.0,1000.0
HMR_3256,0.0,0.0
HMR_3258,0.0,0.0
HMR_3272,-1000.0,1000.0
HMR_3288,0.0,1000.0
HMR_3296,0.0,1000.0
HMR_3316,0.0,1000.0
HMR_3321,0.0,1000.0
HMR_3322,0.0,1000.0
HMR_3326,0.0,1000.0
HMR_3327,0.0,1000.0
HMR_3328,0.0,1000.0
HMR_3329,0.0,1000.0
HMR_3330,0.0,1000.0
HMR_3331,0.0,1000.0
HMR_3332,0.0,1000.0
HMR_3333,0.0,833.333333333333
HMR_3334,0.0,1000.0
HMR_3335,0.0,1000.0
HMR_3336,0.0,1000.0
HMR_3337,0.0,1000.0
HMR_3338,0.0,1000.0
HMR_3339,0.0,1000.0
HMR_3340,0.0,1000.0
HMR_3341,0.0,1000.0
HMR_3342,0.0,625.0
HMR_3343,0.0,625.0
HMR_3344,0.0,625.0
HMR_3345,0.0,625.0
HMR_3346,0.0,625.0
HMR_3347,0.0,625.0
HMR_3348,0.0,625.0
HMR_3349,0.0,625.0
HMR_3350,0.0,625.0
HMR_3351,0.0,625.0
HMR_3352,0.0,625.0
HMR_3353,0.0,625.0
HMR_3356,0.0,666.6666666666666
HMR_3357,0.0,666.6666666666666
HMR_3358,0.0,666.6666666666666
HMR_3359,0.0,666.6666666666666
HMR_3360,0.0,666.6666666666666
HMR_3361,0.0,666.6666666666666
HMR_3362,0.0,666.6666666666666
HMR_3363,0.0,666.6666666666666
HMR_3375,-666.6666666666666,0.0
HMR_3398,0.0,1000.0
HMR_3406,0.0,1000.0
HMR_3407,0.0,1000.0
HMR_3408,0.0,1000.0
HMR_3409,0.0,1000.0
HMR_3411,0.0,1000.0
HMR_3413,0.0,1000.0
HMR_3414,0.0,1000.0
HMR_3416,0.0,1000.0
HMR_3421,0.0,1000.0
HMR_3422,0.0,1000.0
HMR_3423,0.0,1000.0
HMR_3424,0.0,1000.0
HMR_3425,0.0,1000.0
HMR_3426,0.0,1000.0
HMR_3427,0.0,1000.0
HMR_3428,0.0,1000.0
HMR_3429,0.0,1000.0
HMR_3431,0.0,1000.0
HMR_3432,0.0,1000.0
HMR_3433,0.0,1000.0
HMR_3446,0.0,1000.0
HMR_3447,0.0,1000.0
HMR_3448,0.0,1000.0
HMR_3449,0.0,1000.0
HMR_3450,0.0,1000.0
HMR_3451,0.0,1000.0
HMR_3452,0.0,1000.0
HMR_3453,0.0,1000.0
HMR_3454,0.0,1000.0
HMR_3455,-1000.0,1000.0
HMR_3456,0.0,1000.0
HMR_3457,0.0,1000.0
HMR_3475,0.0,0.0
HMR_3491,-1000.0,1000.0
HMR_3505,0.0,625.0
HMR_3522,0.0,1000.0
HMR_9719,0.0,1000.0
