NCBI GeneID	Symbol	Description	Taxonomic Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
100767767	Mblac2	metallo-beta-lactamase domain containing 2	Cricetulus griseus	PROTEIN_CODING	2	153364	NCBI Ortholog
100767771	Herc6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	Cricetulus griseus	PROTEIN_CODING	11	55008	NCBI Ortholog
100767775	Ncapg	non-SMC condensin I complex subunit G	Cricetulus griseus	PROTEIN_CODING	6	64151	NCBI Ortholog
100767780	Ddx55	DEAD-box helicase 55	Cricetulus griseus	PROTEIN_CODING	4	57696	NCBI Ortholog
100767781	Ssc5d	scavenger receptor cysteine rich family member with 5 domains	Cricetulus griseus	PROTEIN_CODING	3	284297	NCBI Ortholog
100767787	Cyfip2	cytoplasmic FMR1 interacting protein 2	Cricetulus griseus	PROTEIN_CODING	6	26999	NCBI Ortholog
100767789	Bche	butyrylcholinesterase	Cricetulus griseus	PROTEIN_CODING	2	590	NCBI Ortholog
100767792	Gdpd4	glycerophosphodiester phosphodiesterase domain containing 4	Cricetulus griseus	PROTEIN_CODING	2	220032	NCBI Ortholog
100767799	Ucn3	urocortin 3	Cricetulus griseus	PROTEIN_CODING	2	114131	NCBI Ortholog
100767802	Colq	collagen like tail subunit of asymmetric acetylcholinesterase	Cricetulus griseus	PROTEIN_CODING	2	8292	NCBI Ortholog
100767808	Qrfp	pyroglutamylated RFamide peptide	Cricetulus griseus	PROTEIN_CODING	4	347148	NCBI Ortholog
100767809	Piwil2	piwi like RNA-mediated gene silencing 2	Cricetulus griseus	PROTEIN_CODING	4	55124	NCBI Ortholog
100767811	Fam184a	family with sequence similarity 184 member A	Cricetulus griseus	PROTEIN_CODING	4	79632	NCBI Ortholog
100767816	Csnka2ip	casein kinase 2 subunit alpha' interacting protein	Cricetulus griseus	PROTEIN_CODING	2	111064647	NCBI Ortholog
100767819	Pirt	phosphoinositide interacting regulator of transient receptor potential channels	Cricetulus griseus	PROTEIN_CODING	6	644139	NCBI Ortholog
100767821	Bfsp2	beaded filament structural protein 2	Cricetulus griseus	PROTEIN_CODING	2	8419	NCBI Ortholog
100767825	Phykpl	5-phosphohydroxy-L-lysine phospho-lyase	Cricetulus griseus	PROTEIN_CODING	6	85007	NCBI Ortholog
100767828	Cep295nl	CEP295 N-terminal like	Cricetulus griseus	PROTEIN_CODING	3	100653515	NCBI Ortholog
100767829	Slc4a11	solute carrier family 4 member 11	Cricetulus griseus	PROTEIN_CODING	10	83959	NCBI Ortholog
100767836	Terb1	telomere repeat binding bouquet formation protein 1	Cricetulus griseus	PROTEIN_CODING	4	283847	NCBI Ortholog
100767839	Cdh22	cadherin 22	Cricetulus griseus	PROTEIN_CODING	2	64405	NCBI Ortholog
100767840	Vipr1	vasoactive intestinal peptide receptor 1	Cricetulus griseus	PROTEIN_CODING	3	7433	NCBI Ortholog
100767841	Myl10	myosin light chain 10	Cricetulus griseus	PROTEIN_CODING	4	93408	NCBI Ortholog
100767844	Spata20	spermatogenesis associated 20	Cricetulus griseus	PROTEIN_CODING	2	64847	NCBI Ortholog
100767846	Znf26	zinc finger protein 26	Cricetulus griseus	PROTEIN_CODING	4	7574	NCBI Ortholog
100767847	Rln3	relaxin 3	Cricetulus griseus	PROTEIN_CODING	2	117579	NCBI Ortholog
100767848	Sdr39u1	short chain dehydrogenase/reductase family 39U member 1	Cricetulus griseus	PROTEIN_CODING	3	56948	NCBI Ortholog
100767850	Pou2f1	POU class 2 homeobox 1	Cricetulus griseus	PROTEIN_CODING	18	5451	NCBI Ortholog
100767853	Zic2	Zic family member 2	Cricetulus griseus	PROTEIN_CODING	2	7546	NCBI Ortholog
100767862	Gapdhs	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	Cricetulus griseus	PROTEIN_CODING	2	26330	NCBI Ortholog
100767864	Plekha6	pleckstrin homology domain containing A6	Cricetulus griseus	PROTEIN_CODING	22	22874	NCBI Ortholog
100767865	Dctn4	dynactin subunit 4	Cricetulus griseus	PROTEIN_CODING	3	51164	NCBI Ortholog
100767870	Il1rapl1	interleukin 1 receptor accessory protein like 1	Cricetulus griseus	PROTEIN_CODING	2	11141	NCBI Ortholog
100767871	Gper1	G protein-coupled estrogen receptor 1	Cricetulus griseus	PROTEIN_CODING	2	2852	NCBI Ortholog
100767873	Klkb1	kallikrein B1	Cricetulus griseus	PROTEIN_CODING	4	3818	NCBI Ortholog
100767877	Hdac4	histone deacetylase 4	Cricetulus griseus	PROTEIN_CODING	29	9759	NCBI Ortholog
100767883	Klhl25	kelch like family member 25	Cricetulus griseus	PROTEIN_CODING	4	64410	NCBI Ortholog
100767884	C1qtnf12	C1q and TNF related 12	Cricetulus griseus	PROTEIN_CODING	2	388581	NCBI Ortholog
100767885	Speg	striated muscle enriched protein kinase	Cricetulus griseus	PROTEIN_CODING	3	10290	NCBI Ortholog
100767886	Tenm4	teneurin transmembrane protein 4	Cricetulus griseus	PROTEIN_CODING	6	26011	NCBI Ortholog
100767891	Cdkl1	cyclin dependent kinase like 1	Cricetulus griseus	PROTEIN_CODING	18	8814	NCBI Ortholog
100767894	Mgmt	O-6-methylguanine-DNA methyltransferase	Cricetulus griseus	PROTEIN_CODING	2	4255	NCBI Ortholog
100767895	Grik4	glutamate ionotropic receptor kainate type subunit 4	Cricetulus griseus	PROTEIN_CODING	2	2900	NCBI Ortholog
100767901	Il16	interleukin 16	Cricetulus griseus	PROTEIN_CODING	3	3603	NCBI Ortholog
100767909	Prkaa2	protein kinase AMP-activated catalytic subunit alpha 2	Cricetulus griseus	PROTEIN_CODING	3	5563	NCBI Ortholog
100767913	Amph	amphiphysin	Cricetulus griseus	PROTEIN_CODING	8	273	NCBI Ortholog
100767917	Gabrq	gamma-aminobutyric acid type A receptor subunit theta	Cricetulus griseus	PROTEIN_CODING	2	55879	NCBI Ortholog
100767923	Tph1	tryptophan hydroxylase 1	Cricetulus griseus	PROTEIN_CODING	3	7166	NCBI Ortholog
100767926	Pole4	DNA polymerase epsilon 4, accessory subunit	Cricetulus griseus	PROTEIN_CODING	2	56655	NCBI Ortholog
100767935	Slc16a12	solute carrier family 16 member 12	Cricetulus griseus	PROTEIN_CODING	2	387700	NCBI Ortholog
100767938	Asb7	ankyrin repeat and SOCS box containing 7	Cricetulus griseus	PROTEIN_CODING	6	140460	NCBI Ortholog
100767940	Map7d3	MAP7 domain containing 3	Cricetulus griseus	PROTEIN_CODING	2	79649	NCBI Ortholog
100767943	Nr1i2	nuclear receptor subfamily 1 group I member 2	Cricetulus griseus	PROTEIN_CODING	2	8856	NCBI Ortholog
100767946	CUNH17orf58	chromosome unknown C17orf58 homolog	Cricetulus griseus	PROTEIN_CODING	2	284018	NCBI Ortholog
100767948	Atp10b	ATPase phospholipid transporting 10B (putative)	Cricetulus griseus	PROTEIN_CODING	2	23120	NCBI Ortholog
100767952	Hand1	heart and neural crest derivatives expressed 1	Cricetulus griseus	PROTEIN_CODING	2	9421	NCBI Ortholog
100767954	Pemt	phosphatidylethanolamine N-methyltransferase	Cricetulus griseus	PROTEIN_CODING	7	10400	NCBI Ortholog
100767956	Cfap92	cilia and flagella associated protein 92 (putative)	Cricetulus griseus	PROTEIN_CODING	2	57501	NCBI Ortholog
100767959	Trim41	tripartite motif containing 41	Cricetulus griseus	PROTEIN_CODING	2	90933	NCBI Ortholog
100767962	Dnase2b	deoxyribonuclease 2 beta	Cricetulus griseus	PROTEIN_CODING	2	58511	NCBI Ortholog
100767963	Rsph14	radial spoke head 14 homolog	Cricetulus griseus	PROTEIN_CODING	2	27156	NCBI Ortholog
100767964	Ppp1r3f	protein phosphatase 1 regulatory subunit 3F	Cricetulus griseus	PROTEIN_CODING	3	89801	NCBI Ortholog
100767975	Lrrc2	leucine rich repeat containing 2	Cricetulus griseus	PROTEIN_CODING	2	79442	NCBI Ortholog
100767977	Hic1	HIC ZBTB transcriptional repressor 1	Cricetulus griseus	PROTEIN_CODING	2	3090	NCBI Ortholog
100767980	Ttll1	TTL family tubulin polyglutamylase complex subunit L1	Cricetulus griseus	PROTEIN_CODING	2	25809	NCBI Ortholog
100767983	C4a	complement C4A (Rodgers blood group)	Cricetulus griseus	PROTEIN_CODING	2	720	NCBI Ortholog
100767985	Chsy3	chondroitin sulfate synthase 3	Cricetulus griseus	PROTEIN_CODING	2	337876	NCBI Ortholog
100767987	Trpv3	transient receptor potential cation channel subfamily V member 3	Cricetulus griseus	PROTEIN_CODING	3	162514	NCBI Ortholog
100767990	Tm6sf1	transmembrane 6 superfamily member 1	Cricetulus griseus	PROTEIN_CODING	6	53346	NCBI Ortholog
100767991	Crybg2	crystallin beta-gamma domain containing 2	Cricetulus griseus	PROTEIN_CODING	2	55057	NCBI Ortholog
100767992	Gng4	G protein subunit gamma 4	Cricetulus griseus	PROTEIN_CODING	2	2786	NCBI Ortholog
100767996	Pnkp	polynucleotide kinase 3'-phosphatase	Cricetulus griseus	PROTEIN_CODING	6	11284	NCBI Ortholog
100767999	Lgi2	leucine rich repeat LGI family member 2	Cricetulus griseus	PROTEIN_CODING	2	55203	NCBI Ortholog
100768005	Cnr1	cannabinoid receptor 1	Cricetulus griseus	PROTEIN_CODING	2	1268	NCBI Ortholog
100768013	Vigilin	vigilin	Cricetulus griseus	PROTEIN_CODING	2		
100768020	Asgr2	asialoglycoprotein receptor 2	Cricetulus griseus	PROTEIN_CODING	2	433	NCBI Ortholog
100768027	Tubgcp4	tubulin gamma complex component 4	Cricetulus griseus	PROTEIN_CODING	18	27229	NCBI Ortholog
100768029	Thrb	thyroid hormone receptor beta	Cricetulus griseus	PROTEIN_CODING	2	7068	NCBI Ortholog
100768033	Uts2	urotensin 2	Cricetulus griseus	PROTEIN_CODING	2	10911	NCBI Ortholog
100768035	Hpgds	hematopoietic prostaglandin D synthase	Cricetulus griseus	PROTEIN_CODING	2	27306	NCBI Ortholog
100768039	Akap5	A-kinase anchoring protein 5	Cricetulus griseus	PROTEIN_CODING	4	9495	NCBI Ortholog
100768040	Tbata	thymus, brain and testes associated	Cricetulus griseus	PROTEIN_CODING	2	219793	NCBI Ortholog
100768041	CUNH20orf202	chromosome unknown C20orf202 homolog	Cricetulus griseus	PROTEIN_CODING	2	400831	NCBI Ortholog
100768042	Podxl2	podocalyxin like 2	Cricetulus griseus	PROTEIN_CODING	4	50512	NCBI Ortholog
100768043	Kctd4	potassium channel tetramerization domain containing 4	Cricetulus griseus	PROTEIN_CODING	2	386618	NCBI Ortholog
100768045	Aire	autoimmune regulator	Cricetulus griseus	PROTEIN_CODING	9	326	NCBI Ortholog
100768050	Zfpm2	zinc finger protein, FOG family member 2	Cricetulus griseus	PROTEIN_CODING	3	23414	NCBI Ortholog
100768051	Mpl	MPL proto-oncogene, thrombopoietin receptor	Cricetulus griseus	PROTEIN_CODING	6	4352	NCBI Ortholog
100768053	Slc2a4rg	SLC2A4 regulator	Cricetulus griseus	PROTEIN_CODING	2	56731	NCBI Ortholog
100768062	Map3k10	mitogen-activated protein kinase kinase kinase 10	Cricetulus griseus	PROTEIN_CODING	2	4294	NCBI Ortholog
100768070	Sbk2	SH3 domain binding kinase family member 2	Cricetulus griseus	PROTEIN_CODING	2	646643	NCBI Ortholog
100768071	Lypd5	LY6/PLAUR domain containing 5	Cricetulus griseus	PROTEIN_CODING	2	284348	NCBI Ortholog
100768072	Nalf2	NALCN channel auxiliary factor 2	Cricetulus griseus	PROTEIN_CODING	2	27112	NCBI Ortholog
100768073	Gca	grancalcin	Cricetulus griseus	PROTEIN_CODING	2	25801	NCBI Ortholog
100768078	Fndc9	fibronectin type III domain containing 9	Cricetulus griseus	PROTEIN_CODING	2	408263	NCBI Ortholog
100768080	Cacnb3	calcium voltage-gated channel auxiliary subunit beta 3	Cricetulus griseus	PROTEIN_CODING	10	784	NCBI Ortholog
100768081	Rbm20	RNA binding motif protein 20	Cricetulus griseus	PROTEIN_CODING	3	282996	NCBI Ortholog
100768082	Myo7a	myosin VIIA	Cricetulus griseus	PROTEIN_CODING	2	4647	NCBI Ortholog
100768085	Chst15	carbohydrate sulfotransferase 15	Cricetulus griseus	PROTEIN_CODING	2	51363	NCBI Ortholog
100768091	Adamts9	ADAM metallopeptidase with thrombospondin type 1 motif 9	Cricetulus griseus	PROTEIN_CODING	2	56999	NCBI Ortholog
100768096	Asb18	ankyrin repeat and SOCS box containing 18	Cricetulus griseus	PROTEIN_CODING	2	401036	NCBI Ortholog
100768098	Abl1	ABL proto-oncogene 1, non-receptor tyrosine kinase	Cricetulus griseus	PROTEIN_CODING	7	25	NCBI Ortholog
100768102	Psapl1	prosaposin like 1	Cricetulus griseus	PROTEIN_CODING	2	768239	NCBI Ortholog
100768106	Naaladl1	N-acetylated alpha-linked acidic dipeptidase like 1	Cricetulus griseus	PROTEIN_CODING	2	10004	NCBI Ortholog
100768107	Epha3	EPH receptor A3	Cricetulus griseus	PROTEIN_CODING	2	2042	NCBI Ortholog
100768111	Znf18	zinc finger protein 18	Cricetulus griseus	PROTEIN_CODING	6	7566	NCBI Ortholog
100768114	Pyroxd2	pyridine nucleotide-disulphide oxidoreductase domain 2	Cricetulus griseus	PROTEIN_CODING	2	84795	NCBI Ortholog
100768117	Col23a1	collagen type XXIII alpha 1 chain	Cricetulus griseus	PROTEIN_CODING	2	91522	NCBI Ortholog
100768124	Rfxank	regulatory factor X associated ankyrin containing protein	Cricetulus griseus	PROTEIN_CODING	14	8625	NCBI Ortholog
100768126	Tdo2	tryptophan 2,3-dioxygenase	Cricetulus griseus	PROTEIN_CODING	2	6999	NCBI Ortholog
100768128	Neurod2	neuronal differentiation 2	Cricetulus griseus	PROTEIN_CODING	2	4761	NCBI Ortholog
100768129	Cmtm4	CKLF like MARVEL transmembrane domain containing 4	Cricetulus griseus	PROTEIN_CODING	2	146223	NCBI Ortholog
100768130	Coro2a	coronin 2A	Cricetulus griseus	PROTEIN_CODING	3	7464	NCBI Ortholog
100768133	Col26a1	collagen type XXVI alpha 1 chain	Cricetulus griseus	PROTEIN_CODING	4	136227	NCBI Ortholog
100768138	Palm3	paralemmin 3	Cricetulus griseus	PROTEIN_CODING	2	342979	NCBI Ortholog
100768139	Nynrin	NYN domain and retroviral integrase containing	Cricetulus griseus	PROTEIN_CODING	2	57523	NCBI Ortholog
100768141	Styxl2	serine/threonine/tyrosine interacting like 2	Cricetulus griseus	PROTEIN_CODING	2	92235	NCBI Ortholog
100768147	CUNH6orf163	chromosome unknown C6orf163 homolog	Cricetulus griseus	PROTEIN_CODING	2	206412	NCBI Ortholog
100768148	Grhl2	grainyhead like transcription factor 2	Cricetulus griseus	PROTEIN_CODING	2	79977	NCBI Ortholog
100768149	Spint4	serine peptidase inhibitor, Kunitz type 4	Cricetulus griseus	PROTEIN_CODING	2	391253	NCBI Ortholog
100768163	F11	coagulation factor XI	Cricetulus griseus	PROTEIN_CODING	2	2160	NCBI Ortholog
100768164	Gabrg2	gamma-aminobutyric acid type A receptor subunit gamma2	Cricetulus griseus	PROTEIN_CODING	4	2566	NCBI Ortholog
100768166	Nkx3-2	NK3 homeobox 2	Cricetulus griseus	PROTEIN_CODING	2	579	NCBI Ortholog
100768169	Cd248	CD248 molecule	Cricetulus griseus	PROTEIN_CODING	2	57124	NCBI Ortholog
100768171	Akap13	A-kinase anchoring protein 13	Cricetulus griseus	PROTEIN_CODING	20	11214	NCBI Ortholog
100768173	Lmo1	LIM domain only 1	Cricetulus griseus	PROTEIN_CODING	2	4004	NCBI Ortholog
100768175	Scd5	stearoyl-CoA desaturase 5	Cricetulus griseus	PROTEIN_CODING	2	79966	NCBI Ortholog
100768176	Gpt2	glutamic--pyruvic transaminase 2	Cricetulus griseus	PROTEIN_CODING	4	84706	NCBI Ortholog
100768180	Arhgef9	Cdc42 guanine nucleotide exchange factor 9	Cricetulus griseus	PROTEIN_CODING	4	23229	NCBI Ortholog
100768190	Cabs1	calcium binding protein, spermatid associated 1	Cricetulus griseus	PROTEIN_CODING	2	85438	NCBI Ortholog
100768200	Lpcat3	lysophosphatidylcholine acyltransferase 3	Cricetulus griseus	PROTEIN_CODING	2	10162	NCBI Ortholog
100768203	Tnrc18	trinucleotide repeat containing 18	Cricetulus griseus	PROTEIN_CODING	2	84629	NCBI Ortholog
100768209	Myadml2	myeloid associated differentiation marker like 2	Cricetulus griseus	PROTEIN_CODING	4	255275	NCBI Ortholog
100768215	Phactr1	phosphatase and actin regulator 1	Cricetulus griseus	PROTEIN_CODING	2	221692	NCBI Ortholog
100768220	Hpd	4-hydroxyphenylpyruvate dioxygenase	Cricetulus griseus	PROTEIN_CODING	2	3242	NCBI Ortholog
100768223	Tdrd9	tudor domain containing 9	Cricetulus griseus	PROTEIN_CODING	2	122402	NCBI Ortholog
100768225	Rab17	RAB17, member RAS oncogene family	Cricetulus griseus	PROTEIN_CODING	2	64284	NCBI Ortholog
100768227	Aldh1a3	aldehyde dehydrogenase 1 family member A3	Cricetulus griseus	PROTEIN_CODING	4	220	NCBI Ortholog
100768229	Slc9a6	solute carrier family 9 member A6	Cricetulus griseus	PROTEIN_CODING	5	10479	NCBI Ortholog
100768231	Efcab2	EF-hand calcium binding domain 2	Cricetulus griseus	PROTEIN_CODING	2	84288	NCBI Ortholog
100768243	Rai1	retinoic acid induced 1	Cricetulus griseus	PROTEIN_CODING	5	10743	NCBI Ortholog
100768254	Cysltr1	cysteinyl leukotriene receptor 1	Cricetulus griseus	PROTEIN_CODING	2	10800	NCBI Ortholog
100768257	Clxn	calaxin	Cricetulus griseus	PROTEIN_CODING	4	79645	NCBI Ortholog
100768258	Slc7a7	solute carrier family 7 member 7	Cricetulus griseus	PROTEIN_CODING	14	9056	NCBI Ortholog
100768259	Ikzf4	IKAROS family zinc finger 4	Cricetulus griseus	PROTEIN_CODING	8	64375	NCBI Ortholog
100768260	Peli2	pellino E3 ubiquitin protein ligase family member 2	Cricetulus griseus	PROTEIN_CODING	5	57161	NCBI Ortholog
100768262	Opn1mw	opsin 1, medium wave sensitive	Cricetulus griseus	PROTEIN_CODING	2	2652	NCBI Ortholog
100768263	Ltf	lactotransferrin	Cricetulus griseus	PROTEIN_CODING	2	4057	NCBI Ortholog
100768265	Glb1l	galactosidase beta 1 like	Cricetulus griseus	PROTEIN_CODING	6	79411	NCBI Ortholog
100768267	Pcp2	Purkinje cell protein 2	Cricetulus griseus	PROTEIN_CODING	2	126006	NCBI Ortholog
100768268	Bik	BCL2 interacting killer	Cricetulus griseus	PROTEIN_CODING	4	638	NCBI Ortholog
100768269	Snrpd3	small nuclear ribonucleoprotein D3 polypeptide	Cricetulus griseus	PROTEIN_CODING	2	6634	NCBI Ortholog
100768279	Ubxn11	UBX domain protein 11	Cricetulus griseus	PROTEIN_CODING	18	91544	NCBI Ortholog
100768282	Tmem170a	transmembrane protein 170A	Cricetulus griseus	PROTEIN_CODING	14	124491	NCBI Ortholog
100768285	Hmx2	H6 family homeobox 2	Cricetulus griseus	PROTEIN_CODING	2	3167	NCBI Ortholog
100768290	Lkaaear1	LKAAEAR motif containing 1	Cricetulus griseus	PROTEIN_CODING	2	198437	NCBI Ortholog
100768306	Ciita	class II major histocompatibility complex transactivator	Cricetulus griseus	PROTEIN_CODING	4	4261	NCBI Ortholog
100768308	Bend3	BEN domain containing 3	Cricetulus griseus	PROTEIN_CODING	2	57673	NCBI Ortholog
100768319	Znf385d	zinc finger protein 385D	Cricetulus griseus	PROTEIN_CODING	2	79750	NCBI Ortholog
100768328	Syt16	synaptotagmin 16	Cricetulus griseus	PROTEIN_CODING	3	83851	NCBI Ortholog
100768329	Adamts14	ADAM metallopeptidase with thrombospondin type 1 motif 14	Cricetulus griseus	PROTEIN_CODING	3	140766	NCBI Ortholog
100768334	Dnmt3l	DNA methyltransferase 3 like	Cricetulus griseus	PROTEIN_CODING	2	29947	NCBI Ortholog
100768338	Npw	neuropeptide W	Cricetulus griseus	PROTEIN_CODING	2	283869	NCBI Ortholog
100768343	Actrt3	actin related protein T3	Cricetulus griseus	PROTEIN_CODING	2	84517	NCBI Ortholog
100768347	Castor2	cytosolic arginine sensor for mTORC1 subunit 2	Cricetulus griseus	PROTEIN_CODING	2	729438	NCBI Ortholog
100768348	Runx1t1	RUNX1 partner transcriptional co-repressor 1	Cricetulus griseus	PROTEIN_CODING	2	862	NCBI Ortholog
100768354	Fam184b	family with sequence similarity 184 member B	Cricetulus griseus	PROTEIN_CODING	2	27146	NCBI Ortholog
100768356	Fcer1g	Fc fragment of IgE receptor Ig	Cricetulus griseus	PROTEIN_CODING	2	2207	NCBI Ortholog
100768357	Klhl32	kelch like family member 32	Cricetulus griseus	PROTEIN_CODING	2	114792	NCBI Ortholog
100768358	Sbk3	SH3 domain binding kinase family member 3	Cricetulus griseus	PROTEIN_CODING	2	100130827	NCBI Ortholog
100768361	Dpp4	dipeptidyl peptidase 4	Cricetulus griseus	PROTEIN_CODING	2	1803	NCBI Ortholog
100768365	Awat2	acyl-CoA wax alcohol acyltransferase 2	Cricetulus griseus	PROTEIN_CODING	2	158835	NCBI Ortholog
100768369	Adra2a	adrenoceptor alpha 2A	Cricetulus griseus	PROTEIN_CODING	2	150	NCBI Ortholog
100768374	Hbe1	hemoglobin subunit epsilon 1	Cricetulus griseus	PROTEIN_CODING	2	3046	NCBI Ortholog
100768378	Magi1	membrane associated guanylate kinase, WW and PDZ domain containing 1	Cricetulus griseus	PROTEIN_CODING	36	9223	NCBI Ortholog
100768379	Cldn19	claudin 19	Cricetulus griseus	PROTEIN_CODING	2	149461	NCBI Ortholog
100768381	Iqca1	IQ motif containing with AAA domain 1	Cricetulus griseus	PROTEIN_CODING	3	79781	NCBI Ortholog
100768384	Dact1	dishevelled binding antagonist of beta catenin 1	Cricetulus griseus	PROTEIN_CODING	3	51339	NCBI Ortholog
100768388	Tmem270	transmembrane protein 270	Cricetulus griseus	PROTEIN_CODING	2	135886	NCBI Ortholog
100768395	Usp43	ubiquitin specific peptidase 43	Cricetulus griseus	PROTEIN_CODING	3	124739	NCBI Ortholog
100768398	Cnnm1	cyclin and CBS domain divalent metal cation transport mediator 1	Cricetulus griseus	PROTEIN_CODING	5	26507	NCBI Ortholog
100768401	Znf454	zinc finger protein 454	Cricetulus griseus	PROTEIN_CODING	2	285676	NCBI Ortholog
100768408	Asic5	acid sensing ion channel subunit family member 5	Cricetulus griseus	PROTEIN_CODING	2	51802	NCBI Ortholog
100768410	Pnmt	phenylethanolamine N-methyltransferase	Cricetulus griseus	PROTEIN_CODING	2	5409	NCBI Ortholog
100768414	Lyzl4	lysozyme like 4	Cricetulus griseus	PROTEIN_CODING	2	131375	NCBI Ortholog
100768420	Nfatc4	nuclear factor of activated T cells 4	Cricetulus griseus	PROTEIN_CODING	2	4776	NCBI Ortholog
100768422	Mael	maelstrom spermatogenic transposon silencer	Cricetulus griseus	PROTEIN_CODING	4	84944	NCBI Ortholog
100768426	Ldlrad2	low density lipoprotein receptor class A domain containing 2	Cricetulus griseus	PROTEIN_CODING	2	401944	NCBI Ortholog
100768427	Bcl11b	BCL11 transcription factor B	Cricetulus griseus	PROTEIN_CODING	6	64919	NCBI Ortholog
100768436	Prph2	peripherin 2	Cricetulus griseus	PROTEIN_CODING	2	5961	NCBI Ortholog
100768440	Gpr146	G protein-coupled receptor 146	Cricetulus griseus	PROTEIN_CODING	3	115330	NCBI Ortholog
100768448	Cnih2	cornichon family AMPA receptor auxiliary protein 2	Cricetulus griseus	PROTEIN_CODING	3	254263	NCBI Ortholog
100768451	Ric3	RIC3 acetylcholine receptor chaperone	Cricetulus griseus	PROTEIN_CODING	8	79608	NCBI Ortholog
100768458	Frmpd4	FERM and PDZ domain containing 4	Cricetulus griseus	PROTEIN_CODING	2	9758	NCBI Ortholog
100768466	Amtn	amelotin	Cricetulus griseus	PROTEIN_CODING	2	401138	NCBI Ortholog
100768467	Tdrkh	tudor and KH domain containing	Cricetulus griseus	PROTEIN_CODING	2	11022	NCBI Ortholog
100768469	Gpc5	glypican 5	Cricetulus griseus	PROTEIN_CODING	1	2262	NCBI Ortholog
100768477	C1qtnf7	C1q and TNF related 7	Cricetulus griseus	PROTEIN_CODING	2	114905	NCBI Ortholog
100768479	Foxk1	forkhead box K1	Cricetulus griseus	PROTEIN_CODING	2	221937	NCBI Ortholog
100768485	Notum	notum, palmitoleoyl-protein carboxylesterase	Cricetulus griseus	PROTEIN_CODING	4	147111	NCBI Ortholog
100768486	Ifng	interferon gamma	Cricetulus griseus	PROTEIN_CODING	2	3458	NCBI Ortholog
100768490	Prrg4	proline rich and Gla domain 4	Cricetulus griseus	PROTEIN_CODING	2	79056	NCBI Ortholog
100768495	Rhoh	ras homolog family member H	Cricetulus griseus	PROTEIN_CODING	2	399	NCBI Ortholog
100768496	Simc1	SUMO interacting motifs containing 1	Cricetulus griseus	PROTEIN_CODING	8	375484	NCBI Ortholog
100768497	Wdr88	WD repeat domain 88	Cricetulus griseus	PROTEIN_CODING	2	126248	NCBI Ortholog
100768501	Tnfaip8l2	TNF alpha induced protein 8 like 2	Cricetulus griseus	PROTEIN_CODING	2	79626	NCBI Ortholog
100768511	Itgb6	integrin subunit beta 6	Cricetulus griseus	PROTEIN_CODING	2	3694	NCBI Ortholog
100768515	Plin4	perilipin 4	Cricetulus griseus	PROTEIN_CODING	13	729359	NCBI Ortholog
100768517	Bmp6	bone morphogenetic protein 6	Cricetulus griseus	PROTEIN_CODING	4	654	NCBI Ortholog
100768521	Tie1	tyrosine kinase with immunoglobulin like and EGF like domains 1	Cricetulus griseus	PROTEIN_CODING	2	7075	NCBI Ortholog
100768528	Spmip9	sperm microtubule inner protein 9	Cricetulus griseus	PROTEIN_CODING	4	200523	NCBI Ortholog
100768531	Igf1r	insulin like growth factor 1 receptor	Cricetulus griseus	PROTEIN_CODING	2	3480	NCBI Ortholog
100768532	Cspg5	chondroitin sulfate proteoglycan 5	Cricetulus griseus	PROTEIN_CODING	3	10675	NCBI Ortholog
100768535	Glod5	glyoxalase domain containing 5	Cricetulus griseus	PROTEIN_CODING	2	392465	NCBI Ortholog
100768536	Kcnj3	potassium inwardly rectifying channel subfamily J member 3	Cricetulus griseus	PROTEIN_CODING	2	3760	NCBI Ortholog
100768537	Cpxcr1	CPX chromosome region candidate 1	Cricetulus griseus	PROTEIN_CODING	2	53336	NCBI Ortholog
100768539	Golt1a	golgi transport 1A	Cricetulus griseus	PROTEIN_CODING	2	127845	NCBI Ortholog
100768545	Renbp	renin binding protein	Cricetulus griseus	PROTEIN_CODING	2	5973	NCBI Ortholog
100768555	Clmn	calmin	Cricetulus griseus	PROTEIN_CODING	3	79789	NCBI Ortholog
100768556	Dxo	decapping exoribonuclease	Cricetulus griseus	PROTEIN_CODING	3	1797	NCBI Ortholog
100768557	Kcnt2	potassium sodium-activated channel subfamily T member 2	Cricetulus griseus	PROTEIN_CODING	6	343450	NCBI Ortholog
100768559	Camkk1	calcium/calmodulin dependent protein kinase kinase 1	Cricetulus griseus	PROTEIN_CODING	2	84254	NCBI Ortholog
100768562	Bnc1	basonuclin zinc finger protein 1	Cricetulus griseus	PROTEIN_CODING	2	646	NCBI Ortholog
100768564	B3galnt2	beta-1,3-N-acetylgalactosaminyltransferase 2	Cricetulus griseus	PROTEIN_CODING	7	148789	NCBI Ortholog
100768566	Muc5ac	mucin 5AC, oligomeric mucus/gel-forming	Cricetulus griseus	PROTEIN_CODING	2	4586	NCBI Ortholog
100768567	Aqp11	aquaporin 11	Cricetulus griseus	PROTEIN_CODING	2	282679	NCBI Ortholog
100768572	Pi4k2b	phosphatidylinositol 4-kinase type 2 beta	Cricetulus griseus	PROTEIN_CODING	3	55300	NCBI Ortholog
100768573	Tcea2	transcription elongation factor A2	Cricetulus griseus	PROTEIN_CODING	14	6919	NCBI Ortholog
